PROVIDER_ID,PROVIDER_NAME,STATE,NUMBER_OF_SUBSTANTIATED_COMPLAINTS,PATIENT_COUNT_ON_1970_08_23,COMPLAINTS_PER_100_PATIENTS
535051,THERMOPOLIS REHABILITATION AND WELLNESS,WY,5,28,17.86
385211,LA GRANDE POST ACUTE REHABILITATION,OR,5,28,17.86
245397,HAVENWOOD CARE CENTER,MN,10,56,17.86
365441,LAKE POINTE REHABILITATION AND NURSING CENTER,OH,10,56,17.86
155430,HICKORY CREEK AT ROCHESTER,IN,5,28,17.86
675101,OAKLAND MANOR NURSING CENTER,TX,10,56,17.86
555286,NEW ORANGE HILLS,CA,23,129,17.83
265476,SUNRISE NURSING & MEMORY CARE,MO,23,129,17.83
145420,BRIDGEWAY SENIOR LIVING,IL,28,157,17.83
365684,NORTHWOOD SKILLED NURSING AND REHABILITATION,OH,13,73,17.81
675000,FOCUSED CARE AT BEECHNUT,TX,21,118,17.80
055704,ANGELS NURSING HEALTH CENTER,CA,8,45,17.78
515181,OHIO VALLEY HEALTH CARE,WV,8,45,17.78
465086,MOUNTAIN VIEW HEALTH SERVICES,UT,8,45,17.78
056426,ADVENTIST HEALTH DELANO,CA,8,45,17.78
365605,MILCREST NURSING CENTER,OH,8,45,17.78
555319,SUNRISE POST ACUTE,CA,11,62,17.74
675317,DEERINGS NURSING AND REHABILITATION LP,TX,11,62,17.74
056113,ALEXANDRIA CARE CENTER,CA,28,158,17.72
325105,TAOS HEALTHCARE,NM,14,79,17.72
365192,GREENBRIER HEALTH CENTER,OH,23,130,17.69
396129,WILLOW TERRACE,PA,30,170,17.65
045195,THE SPRINGS BROADWAY,AR,12,68,17.65
495234,CYPRESS POINTE REHABILITATION AND NURSING,VA,15,85,17.65
676283,LOS ARCOS DEL NORTE CARE CENTER,TX,12,68,17.65
385270,STANLEY POST ACUTE,OR,12,68,17.65
055480,THE CALIFORNIAN PASADENA HEALTHCARE,CA,9,51,17.65
165511,LINN MANOR CARE CENTER,IA,6,34,17.65
385046,HILLSIDE HEIGHTS REHABILITATION CENTER,OR,9,51,17.65
445288,HUNTSVILLE POST-ACUTE AND REHABILITATION CENTER,TN,12,68,17.65
345215,RIVER TRACE NURSING AND REHABILITATION CENTER,NC,19,108,17.59
515087,CEDAR RIDGE CENTER,WV,19,108,17.59
676437,ACCEL AT COLLEGE STATION,TX,16,91,17.58
055761,ENCINITAS NURSING AND REHABILITATION CENTER,CA,16,91,17.58
195399,"JENA NURSING AND REHABILITATION CENTER, LLC",LA,13,74,17.57
675028,ESTATES HEALTHCARE AND REHABILITATION CENTER,TX,13,74,17.57
395575,"GARDENS AT STEVENS, THE",PA,13,74,17.57
395403,NEWPORT MEADOWS HEALTH AND REHABILITATION CENTER,PA,23,131,17.56
365563,AUTUMNWOOD NURSING & REHAB CENTER,OH,10,57,17.54
345548,ASHTON HEALTH AND REHABILITATION,NC,20,114,17.54
365342,CARRIAGE INN OF CADIZ INC,OH,10,57,17.54
315427,UNITED METHODIST COMMUNITIES AT PITMAN,NJ,10,57,17.54
366407,AVENUE AT MEDINA,OH,10,57,17.54
115322,BRIARWOOD HEALTH CENTER BY HARBORVIEW,GA,17,97,17.53
155061,ENVIVE OF LAWRENCEBURG,IN,7,40,17.50
155217,"WATERS OF HUNTINGBURG, THE",IN,7,40,17.50
265434,RIVERVIEW NURSING CENTER,MO,7,40,17.50
385277,BELMONT CARE AND REHABILITATION,OR,7,40,17.50
555030,COLLEGE VISTA POST-ACUTE,CA,7,40,17.50
065203,CHERRELYN HEALTHCARE CENTER,CO,32,183,17.49
555823,INTERCOMMUNITY CARE CENTER,CA,22,126,17.46
365489,EDGEWOOD MANOR REHABILITATION  & HEALTHCARE CENTER,OH,11,63,17.46
145665,"GROVE AT THE LAKE,THE",IL,26,149,17.45
365597,WESTMORELAND PLACE,OH,15,86,17.44
105471,BEDROCK REHABILITATION AND NURSING CENTER AT ORLAN,FL,19,109,17.43
265534,HERITAGE CARE CENTER,MO,19,109,17.43
675493,HIGHLAND PARK CARE CENTER,TX,16,92,17.39
675970,MEMPHIS CONVALESCENT CENTER,TX,4,23,17.39
135042,SILVER RIDGE CARE,ID,12,69,17.39
325042,UPTOWN REHABILITATION CENTER,NM,20,115,17.39
455606,PARK VIEW CARE CENTER,TX,24,138,17.39
285218,THE CYPRESS AT MIDTOWN,NE,8,46,17.39
265610,LIFE CARE CENTER OF ST LOUIS,MO,16,92,17.39
115624,THUNDERBOLT CARE CENTER LLC,GA,17,98,17.35
445167,LIFE CARE CENTER OF CROSSVILLE,TN,13,75,17.33
676492,METHODIST TRANSITIONAL CARE CENTER-DESOTO LLC,TX,13,75,17.33
145473,PEARL OF ORCHARD VALLEY,IL,22,127,17.32
155735,ASHFORD PLACE HEALTH CAMPUS,IN,9,52,17.31
165367,HERITAGE CARE AND REHABILITATION CENTER,IA,9,52,17.31
155355,WEST BEND NURSING AND REHABILITATION,IN,9,52,17.31
035147,VILLA MARIA POST ACUTE AND REHABILITATION,AZ,9,52,17.31
035234,ARIZONA STATE VETERAN HOME-PHX,AZ,14,81,17.28
675664,SUNNY SPRINGS NURSING & REHAB,TX,14,81,17.28
055443,WEST VALLEY POST ACUTE,CA,19,110,17.27
345359,ACCORDIUS HEALTH AT CREEKSIDE CARE,NC,19,110,17.27
235427,AUTUMN WOODS RESIDENTIAL HLTH,MI,34,197,17.26
265383,FOUNTAINBLEAU LODGE,MO,5,29,17.24
055929,CRYSTAL COVE CARE CENTER,CA,15,87,17.24
245348,THE ESTATES AT RUSH CITY LLC,MN,5,29,17.24
24E166,BIRCHWOOD CARE HOME,MN,10,58,17.24
056052,EDEN HEALTHCARE CENTER,CA,20,116,17.24
165285,CORNING SPECIALTY CARE,IA,5,29,17.24
345507,AUTUMN CARE OF MYRTLE GROVE,NC,15,87,17.24
285260,CHIMNEY ROCK VILLA,NE,5,29,17.24
345421,THE LAURELS OF CHATHAM,NC,21,122,17.21
145881,UPTOWN CARE AND REHABILITATION,IL,38,221,17.19
515047,WORTHINGTON HEALTHCARE CENTER,WV,17,99,17.17
555769,UNIVERSITY RETIREMENT COMMUNITY AT DAVIS,CA,6,35,17.14
175200,KENWOOD VIEW HEALTHCARE AND REHABILITATION CENTER,KS,12,70,17.14
676355,FOCUSED CARE AT BRENHAM,TX,6,35,17.14
555595,SMITH RANCH SKILLED NURSING & REHABILITATION CENTE,CA,12,70,17.14
345443,OAK FOREST HEALTH AND REHABILITATION,NC,24,140,17.14
155468,ENVIVE OF SULLIVAN,IN,6,35,17.14
676188,MILLBROOK HEALTHCARE AND REHABILITATION CENTER,TX,12,70,17.14
395590,KADIMA REHABILITATION & NURSING AT LITITZ,PA,7,41,17.07
555226,THE SPRINGS HEALTHCARE CENTER AT THE CARLOTTA,CA,7,41,17.07
525061,LINCOLN PARK NURSING AND REHAB LLC,WI,14,82,17.07
195545,CLAIBORNE REHABILITATION,LA,7,41,17.07
245617,CARONDELET VILLAGE CARE CENTER,MN,7,41,17.07
675274,WILLIS NURSING AND REHABILITATION LP,TX,7,41,17.07
375132,YORK MANOR NURSING HOME,OK,7,41,17.07
555574,STONEY POINT HEALTHCARE CENTER,CA,21,123,17.07
366261,ASTORIA PLACE OF BARNESVILLE,OH,7,41,17.07
365858,BRIARWOOD THE,OH,7,41,17.07
14E812,MOUNT VERNON HEALTH CARE CENTER,IL,7,41,17.07
495247,NANS POINTE REHABILITATION AND NURSING,VA,22,129,17.05
395288,"GARDENS AT STROUD, THE",PA,15,88,17.05
325077,CLOVIS HEALTHCARE AND REHABILITATION CENTER,NM,8,47,17.02
395203,AVENTURA AT PROSPECT,PA,24,141,17.02
056261,ORCHARDS AT TULARE,CA,16,94,17.02
105292,EAGLE LAKE NURSING AND REHAB CARE CENTER,FL,8,47,17.02
235714,WINDEMERE PARK HEALTH AND REHAB CENTER,MI,8,47,17.02
145694,RENWICK NURSING AND REHAB,IL,17,100,17.00
555344,BRUCEVILLE TERRACE - D/P SNF OF METHODIST HOSPITAL,CA,26,153,16.99
555796,MISSION CARE CENTER,CA,9,53,16.98
375494,WOODLANDS SKILLED NURSING AND THERAPY,OK,9,53,16.98
265482,RIVER CITY LIVING COMMUNITY,MO,9,53,16.98
145963,ALDEN ESTATES OF ORLAND PARK,IL,27,159,16.98
335218,CORTLAND PARK REHABILITATION AND NURSING CENTER,NY,19,112,16.96
145701,BELLA TERRA STREAMWOOD,IL,19,112,16.96
235660,THE OAKS AT WOODFIELD,MI,10,59,16.95
115585,LEGACY TRANSITIONAL CARE & REHABILITATION,GA,30,177,16.95
115339,PRUITTHEALTH - SAVANNAH,GA,20,118,16.95
285239,EMERALD NURSING & REHAB LEGACY POINTE LLC,NE,11,65,16.92
495277,NASSAWADOX REHABILITATION AND NURSING,VA,22,130,16.92
675756,WILLIAMSBURG VILLAGE HEALTHCARE CAMPUS,TX,33,195,16.92
365558,THE LAURELS OF HAMILTON,OH,12,71,16.90
345436,WELLINGTON REHABILITATION AND HEALTHCARE,NC,12,71,16.90
145950,GENERATIONS AT ROCK ISLAND,IL,12,71,16.90
515167,SHENANDOAH CENTER,WV,13,77,16.88
115391,PRUITTHEALTH - EASTSIDE,GA,13,77,16.88
395812,HILLTOP HEIGHTS HEALTH & REHAB CENTER,PA,13,77,16.88
145783,SUNRISE SKILLED NUR & REHAB,IL,14,83,16.87
475025,SPRINGFIELD HEALTH & REHAB,VT,14,83,16.87
055649,"TULARE HEALTHCARE & WELLNESS CENTER, LP",CA,14,83,16.87
145482,SHERIDAN VILLAGE NRSG & RHB,IL,29,172,16.86
155367,BRICKYARD HEALTHCARE -SYCAMORE VILLAGE CARE CENTER,IN,15,89,16.85
055728,SANTA CLARITA POST-ACUTE CARE CENTER,CA,16,95,16.84
455817,SAN ANTONIO NORTH NURSING AND REHABILITATION,TX,16,95,16.84
056122,MILLBRAE CARE CENTER,CA,22,131,16.79
555479,DELANO DISTRICT SKILLED NURSING FACILITY,CA,22,131,16.79
055293,SANTA ANITA CONVALESCENT HOSPITAL,CA,62,370,16.76
065286,EAGLE RIDGE POST ACUTE,CO,11,66,16.67
175280,FLINT HILLS CARE AND REHABILITATION CENTER,KS,7,42,16.67
265852,ST JOSEPH CHATEAU,MO,11,66,16.67
366123,ACCORD CARE COMMUNITY ORRVILLE LLC,OH,9,54,16.67
145556,WINNING WHEELS,IL,13,78,16.67
676260,THE MERIDIAN,TX,10,60,16.67
055308,WINDSOR ELK GROVE CARE AND REHABILITATION CENTER,CA,19,114,16.67
365897,NEW LEBANON REHABILITATION AND HEALTHCARE CENTER,OH,16,96,16.67
676382,FALCON RIDGE REHABILITATION,TX,15,90,16.67
235184,BRIARWOOD NURSING AND REHAB,MI,12,72,16.67
065404,SLOAN'S LAKE REHABILITATION CENTER,CO,7,42,16.67
105886,SAVANNAH COVE,FL,6,36,16.67
225522,REGALCARE AT QUINCY,MA,8,48,16.67
165460,KAREN ACRES CARE CENTER,IA,5,30,16.67
555374,MAYFLOWER CARE CENTER,CA,9,54,16.67
106097,HIDDEN LAKES SENIOR LIVING COMMUNITY,FL,4,24,16.67
366238,NORWOOD TOWERS POST-ACUTE,OH,17,102,16.67
065191,"HEIGHTS POST ACUTE, THE",CO,11,66,16.67
525286,JULIETTE MANOR,WI,6,36,16.67
455900,FOCUSED CARE AT MOUNT PLEASANT,TX,10,60,16.67
396017,ACCELERATE SKILLED NURSING AND REHABILITATION WILL,PA,12,72,16.67
065166,POUDRE CANYON REHABILITATION AND NURSING LLC,CO,12,72,16.67
445174,ORCHARD VIEW POST-ACUTE AND REHABILITATION CENTER,TN,12,72,16.67
115607,PINEWOOD NURSING CENTER,GA,10,60,16.67
155831,BRIARCLIFF HEALTH & REHABILITATION CENTER,IN,14,84,16.67
445526,HEARTLAND,TN,9,54,16.67
165253,PANORA SPECIALTY CARE,IA,6,36,16.67
055906,RINALDI CONVALESCENT HOSPITAL,CA,14,84,16.67
366015,MENTOR WOODS SKILLED NURSING AND REHABILITATION,OH,14,84,16.67
105951,ASPIRE AT OAKFIELD,FL,20,120,16.67
395864,JUNIPER VILLAGE AT BUCKS COUNTY REHAB AND SKD CARE,PA,2,12,16.67
245332,THE ESTATES AT EXCELSIOR LLC,MN,5,30,16.67
235458,OPTALIS HEALTH AND REHABILITATION OF GRAND RAPIDS,MI,15,90,16.67
505092,ALDERWOOD PARK HEALTH AND REHAB OF CASCADIA,WA,12,72,16.67
365416,OHIO LIVING WESTMINSTER-THURBER,OH,6,36,16.67
365740,"ASTORIA PLACE OF CLYDE, LLC",OH,8,48,16.67
145510,AVANTARA LINCOLN PARK,IL,33,199,16.58
555822,CANYON OAKS NURSING AND REHABILITATION CENTER,CA,24,145,16.55
235302,"LAURELS OF COLDWATER,THE",MI,20,121,16.53
056394,GOLDEN PAVILION HEALTHCARE,CA,37,224,16.52
235439,OPTALIS HEALTH AND REHABILITATION OF ALLEN PARK,MI,17,103,16.50
345543,BERMUDA COMMONS NURSING AND REHABILITATION CENTER,NC,16,97,16.49
056149,CALIFORNIA HEALTHCARE AND REHABILITATION CENTER,CA,32,194,16.49
445260,DIVERSICARE OF OAK RIDGE,TN,16,97,16.49
145336,WARREN BARR GOLD COAST,IL,31,188,16.49
055105,ROYAL VISTA CARE CENTER,CA,15,91,16.48
195620,POINTE COUPEE HEALTHCARE,LA,15,91,16.48
366429,ALTERCARE ZANESVILLE INC.,OH,15,91,16.48
365877,RIVERSIDE NURSING AND REHABILITATION CENTER,OH,28,170,16.47
055304,BROOKSIDE CARE CENTER,CA,14,85,16.47
145620,MERCY REHAB AND CARE CENTER,IL,13,79,16.46
555566,CORONA POST ACUTE CENTER,CA,26,158,16.46
265844,AURORA HEALTH AND REHABILITATION,MO,12,73,16.44
265392,DELHAVEN MANOR,MO,11,67,16.42
165373,AZRIA HEALTH LONGVIEW,IA,11,67,16.42
365374,LEGACY BEAVERCREEK,OH,11,67,16.42
145983,ALIYA ON 87TH,IL,32,195,16.41
145793,RENAISSANCE CARE CENTER,IL,10,61,16.39
366367,ALTERCARE OF CANAL WINCHESTER POST-ACUTE RC,OH,10,61,16.39
145413,GOLDWATER CARE TOLUCA,IL,10,61,16.39
495173,WATERSIDE HEALTH & REHAB CENTER,VA,19,116,16.38
245218,MAYO CLINIC HEALTH SYSTEM - LAKE CITY,MN,9,55,16.36
325033,RIO RANCHO CENTER,NM,18,110,16.36
255260,HILLTOP MANOR HEALTH AND REHABILITATION CENTER,MS,9,55,16.36
505434,LYNNWOOD POST ACUTE REHABILITATION CENTER,WA,9,55,16.36
515134,MEADOWBROOK ACRES,WV,9,55,16.36
155782,WHITE OAK HEALTH CAMPUS,IN,9,55,16.36
495226,WAYLAND NURSING AND REHABILITATION CENTER,VA,8,49,16.33
145324,ASCENSION RESURRECTION PLACE,IL,16,98,16.33
145637,ST JOSEPH VILLAGE OF CHICAGO,IL,8,49,16.33
555839,DREIER'S NURSING CARE CENTER,CA,8,49,16.33
365731,EAST PARK CARE CENTER,OH,8,49,16.33
146172,SPRING CREEK,IL,16,98,16.33
555764,PALOMAR HEIGHTS POST ACUTE,CA,15,92,16.30
395286,BROAD MOUNTAIN HEALTH AND REHABILITATION CENTER,PA,15,92,16.30
415129,SUMMIT COMMONS REHABILITATION AND HEALTH CARE CNT,RI,15,92,16.30
235311,ALAMO NURSING HOME INC,MI,14,86,16.28
375347,MCLOUD NURSING CENTER,OK,7,43,16.28
675978,ARBOR GRACE WELLNESS CENTER,TX,7,43,16.28
265156,DELMAR GARDENS ON THE GREEN,MO,14,86,16.28
265764,BETHESDA DILWORTH,MO,20,123,16.26
315342,COMPLETE CARE AT BRICK LLC,NJ,13,80,16.25
495190,CONSULATE HEALTHCARE OF WILLIAMSBURG,VA,13,80,16.25
495299,ELIZABETH ADAM CRUMP HEALTH AND REHAB,VA,25,154,16.23
265881,SUNTERRA SPRINGS DARDENNE PRAIRIE,MO,6,37,16.22
676208,EAGLE CREST RAPID RECOVERY,TX,12,74,16.22
395431,MAJESTIC OAKS REHABILITATION AND NURSING CENTER,PA,24,148,16.22
396088,"MAPLE WINDS HEALTHCARE AND REHABILITATION, LLC",PA,6,37,16.22
495115,COLONIAL HEIGHTS REHABILITATION AND NURSING CENTER,VA,29,179,16.20
146053,ALIYA OF PALOS PARK,IL,17,105,16.19
505379,ROYAL PARK HEALTH & REHABILITATION CENTER,WA,17,105,16.19
555066,"GREENFIELD CARE CENTER OF FILLMORE, LLC",CA,10,62,16.13
245376,ZUMBROTA CARE CENTER,MN,5,31,16.13
675479,FRANKLIN HEIGHTS NURSING & REHABILITATION,TX,15,93,16.13
035154,PROVIDENCE PLACE AT GLENCROFT,AZ,20,124,16.13
235637,PLAINWELL PINES NURSING AND REHABILITATION COMMUNI,MI,5,31,16.13
175471,WESTY COMMUNITY CARE HOME,KS,5,31,16.13
175218,WESTVIEW OF DERBY REHABILITATION & HEALTH CARE CEN,KS,10,62,16.13
146050,ARCOLA HEALTH CARE CENTER,IL,10,62,16.13
395687,YORK NURSING AND REHABILITATION CENTER,PA,35,217,16.13
365474,ARBORS AT CARROLL,OH,15,93,16.13
675423,ASHFORD GARDENS,TX,20,124,16.13
455589,FORTRESS NURSING AND REHABILITATION,TX,10,62,16.13
195388,LEGACY NURSING AND REHABILITATION OF FRANKLIN,LA,19,118,16.10
295093,CANYON VISTA POST ACUTE,NV,19,118,16.10
535013,GRANITE REHABILITATION AND WELLNESS,WY,14,87,16.09
055916,SEQUOIA VISTA,CA,14,87,16.09
345138,UNIVERSAL HEALTH CARE/LENOIR,NC,14,87,16.09
365832,UNIVERSITY MANOR HEALTH & REHA,OH,23,143,16.08
245153,MADONNA TOWERS OF ROCHESTER INC,MN,9,56,16.07
495140,ROSE HILL HEALTH AND REHAB,VA,18,112,16.07
105320,DADE CITY HEALTH AND REHABILITATION CENTER,FL,18,112,16.07
555017,RIVERWALK POST ACUTE,CA,22,137,16.06
056109,WOODLAND POST-ACUTE,CA,13,81,16.05
295094,SPANISH HILLS WELLNESS SUITES,NV,20,125,16.00
365764,CENTERVILLE HEALTH AND REHAB,OH,12,75,16.00
265831,ACKERT PARK SKILLED NURSING & REHABILITATION CENTE,MO,8,50,16.00
265140,MARYMOUNT MANOR,MO,12,75,16.00
445471,HENDERSON HEALTH AND REHABILITATION CENTER,TN,12,75,16.00
335208,VALLEY VIEW MANOR NURSING HOME,NY,12,75,16.00
505327,AVAMERE OLYMPIC REHABILITATION OF SEQUIM,WA,12,75,16.00
265182,AURORA NURSING,MO,8,50,16.00
345115,SALISBURY REHABILITATION AND NURSING CENTER,NC,20,125,16.00
055185,GARDEN CITY HEALTHCARE CENTER,CA,15,94,15.96
675966,THE VILLA AT TEXARKANA,TX,15,94,15.96
055072,ROSECRANS CARE CENTER,CA,15,94,15.96
145597,PEKIN MANOR,IL,15,94,15.96
155249,CHATEAU REHABILITATION AND HEALTHCARE CENTER,IN,11,69,15.94
505404,BETHANY AT PACIFIC,WA,11,69,15.94
055861,OJAI HEALTH & REHABILITATION,CA,11,69,15.94
366434,ALTERCARE TRANSITIONAL CARE OF THE WESTERN RESERVE,OH,11,69,15.94
555162,MOUNTAIN VIEW POST ACUTE,CA,7,44,15.91
105419,ASPIRE AT OLDSMAR,FL,14,88,15.91
135147,MERIDIAN MEADOWS TRANSITIONAL CARE,ID,7,44,15.91
265793,LA PLATA NURSING HOME,MO,7,44,15.91
555797,GORDON LANE CARE CENTER,CA,14,88,15.91
245258,FRANCISCAN HEALTH CENTER,MN,7,44,15.91
445479,LIFE CARE CENTER OF GRAY,TN,10,63,15.87
145792,"PAVILION OF LOGAN SQUARE, THE",IL,33,208,15.87
056148,CASITAS CARE CENTER,CA,13,82,15.85
345551,PRUITTHEALTH-CAROLINA POINT,NC,13,82,15.85
175422,SUNSET HOME INC,KS,6,38,15.79
555805,BEL VISTA HEALTHCARE CENTER,CA,6,38,15.79
235659,RIVERVIEW HEALTH & REHAB CENTER,MI,24,152,15.79
056266,KEYSTONE POST-ACUTE,CA,9,57,15.79
106022,BROOKDALE PALMER RANCH SNF,FL,6,38,15.79
525418,"EVANSVILLE MANOR NURSING AND REHAB, LLC",WI,9,57,15.79
055957,SANTA PAULA POST ACUTE CENTER,CA,12,76,15.79
145736,ALDEN TOWN MANOR REHAB & HCC,IL,30,190,15.79
505339,NORTH BEND POST ACUTE,WA,9,57,15.79
355024,THE MEADOWS ON UNIVERSITY,ND,9,57,15.79
345419,LEXINGTON HEALTH CARE CENTER,NC,14,89,15.73
395101,SAYRE HEALTH CARE CENTER,PA,11,70,15.71
366285,CONTINUING HEALTHCARE OF SHADYSIDE,OH,11,70,15.71
525242,KENSINGTON CARE AND REHAB CENTER,WI,11,70,15.71
155846,RESTORACY OF CARMEL,IN,11,70,15.71
055121,PELICAN RIDGE POST ACUTE,CA,19,121,15.70
495260,BEAUFONT HEALTH AND REHABILITATION CENTER,VA,19,121,15.70
155680,HOMEWOOD HEALTH CAMPUS,IN,8,51,15.69
455544,PARADIGM AT STEVENS,TX,8,51,15.69
555093,ST EDNA SUBACUTE AND REHABILITATION CENTER,CA,21,134,15.67
145273,JACKSONVILLE SKLD NUR & REHAB,IL,13,83,15.66
235596,MISSION POINT NSG & PHY REHAB OF SUPERIOR WOODS,MI,13,83,15.66
265365,STONEBRIDGE FLORISSANT,MO,13,83,15.66
205091,OAK GROVE CENTER,ME,13,83,15.66
675046,ROSENBERG HEALTH & REHABILITATION CENTER,TX,18,115,15.65
146043,FRIENDSHIP MANOR HEALTH CARE,IL,10,64,15.63
235641,CHESANING NURSING AND REHABILITATION CENTER,MI,5,32,15.63
675754,TRAYMORE NURSING CENTER,TX,15,96,15.63
366171,CRIDERSVILLE HEALTHCARE CENTER,OH,5,32,15.63
255105,DIVERSICARE OF TUPELO,MS,15,96,15.63
115423,CHESTNUT RIDGE NSG & REHAB CTR,GA,20,128,15.63
555713,MEADOWOOD A HEALTH AND REHABILITATION CENTER,CA,10,64,15.63
366495,AVENUE AT BROOKLYN,OH,15,96,15.63
355097,GOOD SAMARITAN SOCIETY - LARIMORE,ND,5,32,15.63
145844,"PEARL OF MONTCLARE, THE",IL,17,109,15.60
495316,LYNN CARE CENTER,VA,17,109,15.60
525547,GLENDALE CARE AND REHAB CENTER LLC,WI,12,77,15.58
505283,CLARKSTON HEALTH AND REHAB OF CASCADIA,WA,12,77,15.58
465125,ROCKY MOUNTAIN CARE - COTTAGE ON VINE,UT,7,45,15.56
366296,CEDARS OF LEBANON CARE CENTER,OH,7,45,15.56
056062,AMAYA SPRINGS HEALTH CARE CENTER,CA,7,45,15.56
375574,THE LODGE AT BROOKLINE,OK,7,45,15.56
155772,COBBLESTONE CROSSINGS HEALTH CAMPUS,IN,7,45,15.56
366242,OTTERBEIN SUNSET VILLAGE,OH,7,45,15.56
555105,NOBLE CARE CENTER,CA,14,90,15.56
365644,EMBASSY OF WINCHESTER,OH,14,90,15.56
175463,TANGLEWOOD NURSING & REHABILITATION,KS,7,45,15.56
235299,LAURELS OF BEDFORD (THE),MI,16,103,15.53
395620,CEDAR HILL HEALTHCARE AND REHABILITATION CENTER,PA,18,116,15.52
055408,BELLFLOWER POST ACUTE,CA,9,58,15.52
285098,GOOD SAMARITAN SOCIETY - MILLARD,NE,9,58,15.52
045327,RIDGECREST HEALTH AND REHABILITATION,AR,18,116,15.52
675025,GOOD SAMARITAN SOCIETY--WHITE ACRES,TX,9,58,15.52
146045,HELIA HEALTHCARE OF ENERGY,IL,11,71,15.49
365362,GREEN HILLS CENTER,OH,11,71,15.49
505393,NORTH CASCADES HEALTH AND REHABILITATION CENTER,WA,13,84,15.48
055394,CLAREMONT CARE CENTER,CA,13,84,15.48
525543,MARQUARDT MEMORIAL MANOR,WI,13,84,15.48
366067,VISTA CARE CENTER OF MILAN,OH,13,84,15.48
155344,LIFE CARE CENTER OF MICHIGAN CITY,IN,13,84,15.48
056053,HAVEN POST ACUTE,CA,15,97,15.46
105325,BEDROCK REHABILITATION AND NURSING CENTER AT ISLAN,FL,15,97,15.46
555490,MEADOWOOD NURSING CENTER,CA,15,97,15.46
345181,UNIVERSAL HEALTH CARE/GREENVILLE,NC,17,110,15.45
315206,MANAHAWKIN HEALTH AND REHABILITATION CENTER,NJ,17,110,15.45
555397,THE REHABILITATION CENTER OF LOS ANGELES,CA,25,162,15.43
175241,SABETHA MANOR,KS,4,26,15.38
525729,OAK PARK PLACE OF NAKOMA,WI,2,13,15.38
366316,SEVEN ACRES SENIOR LIVING AT CLIFTON,OH,8,52,15.38
315149,STERLING MANOR,NJ,14,91,15.38
375527,GARLAND ROAD NURSING & REHAB CENTER,OK,14,91,15.38
385197,ASHLAND POST ACUTE,OR,10,65,15.38
385275,RIVERS EDGE REHABILITATION AND CARE,OR,6,39,15.38
676438,KILLEEN NURSING & REHABILITATION,TX,14,91,15.38
395613,LAUREL LAKES REHABILITATION AND WELLNESS CENTER,PA,26,169,15.38
445124,"THE WATERS OF GALLATIN, LLC",TN,12,78,15.38
395289,WECARE AT SOUTH HILLS REHABILITATION AND NRSG CTR,PA,12,78,15.38
235300,MEDILODGE OF TAYLOR,MI,18,117,15.38
055671,PARKVIEW HEALTHCARE CENTER,CA,6,39,15.38
155581,"WATERS OF SYRACUSE SKILLED NURSING FACILITY, THE",IN,6,39,15.38
175532,AVITA HEALTH AND REHAB AT REEDS COVE,KS,8,52,15.38
335473,ROCHESTER COMMUNITY NURSING AND REHABILITATION CTR,NY,12,78,15.38
145994,INVERNESS REHAB,IL,18,117,15.38
035285,WELLSPRINGS OF GILBERT,AZ,2,13,15.38
056110,LAGUNA HILLS HEALTH AND REHABILITATION CENTER,CA,27,176,15.34
145829,KENSINGTON PLACE NRSG & REHAB,IL,19,124,15.32
145257,CRYSTAL PINES REHAB & HCC,IL,13,85,15.29
055497,THE PINES AT PLACERVILLE HEALTHCARE CENTER,CA,13,85,15.29
555742,DESERT MOUNTAIN CARE CENTER,CA,13,85,15.29
145584,PALM TERRACE OF MATTOON,IL,13,85,15.29
056229,PALM SPRINGS HEALTHCARE & REHABILITATION CENTER,CA,13,85,15.29
175187,PRAIRIE RIDGE HEALTH & REHABILITATION,KS,13,85,15.29
345471,MECKLENBURG HEALTH & REHABILITATION,NC,13,85,15.29
105443,ASPIRE AT VENICE,FL,11,72,15.28
145875,WARREN BARR LINCOLN PARK,IL,11,72,15.28
345472,SOUTHWOOD NURSING AND RETIREMENT,NC,11,72,15.28
365005,THE CHATEAU AT MOUNTAIN CREST NURSING & REHAB CTR,OH,20,131,15.27
145977,SOUTH SHORE REHABILITATION,IL,29,190,15.26
145910,CALHOUN NURSING & REHAB CENTER,IL,9,59,15.25
375252,LANDMARK OF MIDWEST CITY REHABILITATION AND NURSIN,OK,9,59,15.25
225317,FALL RIVER JEWISH HOME,MA,9,59,15.25
105398,TIERRA PINES CENTER,FL,16,105,15.24
145468,"CITADEL OF SKOKIE, THE",IL,16,105,15.24
235529,THE MANOR OF NOVI,MI,16,105,15.24
555136,POWAY HEALTHCARE CENTER,CA,14,92,15.22
146067,BRIA OF GENEVA,IL,14,92,15.22
235447,DOUGLAS COVE HEALTH AND REHABILITATION,MI,7,46,15.22
375469,SOUTHERN POINTE LIVING CENTER,OK,7,46,15.22
515002,PETERSON REHABILITATION AND HEALTHCARE,WV,21,138,15.22
385239,AVAMERE REHABILITATION OF COOS BAY,OR,7,46,15.22
146104,FARMER CITY REHAB & HEALTHCARE,IL,7,46,15.22
055983,COVENTRY COURT HEALTH CENTER,CA,14,92,15.22
065290,CRESTMOOR CARE CENTER,CO,12,79,15.19
395690,SPRINGFIELD REHABILITATION AND HEALTHCARE  CENTER,PA,12,79,15.19
056176,PACIFIC HEIGHTS TRANSITIONAL CARE CENTER,CA,17,112,15.18
