PROVIDER_NAME,STATE,MONTH,TOTAL_NURSE_HOURS,TOTAL_PATIENT_DAYS,NURSE_HOURS_TO_PATIENT_RATIO
"PEARL OF ST CHARLES, THE",IL,1970-08,312.88,85,3.68
APERION CARE FOX RIVER,IL,1970-08,275.15,75,3.67
EFFINGHAM REHAB & HEALTH C CTR,IL,1970-08,161.6,44,3.67
ALIYA OF HOMEWOOD,IL,1970-08,407.41,111,3.67
HEARTLAND SENIOR LIVING,IL,1970-08,231,63,3.67
AVANTARA AURORA,IL,1970-08,267.75,73,3.67
ALDEN DES PLAINES REHAB & HC,IL,1970-08,312,85,3.67
"GROVE OF EVANSTON L & R, THE",IL,1970-08,347.25,95,3.66
ELEVATE CARE SOUTH HOLLAND,IL,1970-08,494.57,135,3.66
"CITADEL OF BOURBONNAIS,THE",IL,1970-08,321.55,88,3.65
BLOOMINGTON REHABILITATION & HCC,IL,1970-08,149.53,41,3.65
MOWEAQUA REHAB & HCC,IL,1970-08,218.75,60,3.65
ASCENSION RESURRECTION LIFE,IL,1970-08,464,127,3.65
ALDEN ESTATES OF NAPERVILLE,IL,1970-08,549.25,151,3.64
SILVER FOXES SR LIVING & REHAB,IL,1970-08,102,28,3.64
BELHAVEN NURSING & REHAB CENTER,IL,1970-08,607,167,3.63
BELLA TERRA STREAMWOOD,IL,1970-08,406.49,112,3.63
SHAWNEE ROSE CARE CENTER,IL,1970-08,75.69,21,3.6
ACCOLADE HC OF PAXTON ON PELLS,IL,1970-08,335.02,93,3.6
ASCENSION SAINT ANNE PLACE,IL,1970-08,417.04,116,3.6
ALLURE OF THE QUAD CITIES,IL,1970-08,330.7,92,3.59
BRIA OF CAHOKIA,IL,1970-08,373.17,104,3.59
DOCTORS NURSING & REHAB CENTER,IL,1970-08,218.2,61,3.58
FLORENCE NURSING HOME,IL,1970-08,96.75,27,3.58
ALDEN ESTATES OF NORTHMOOR,IL,1970-08,619.25,173,3.58
WINNING WHEELS,IL,1970-08,278.9,78,3.58
AVANTARA LONG GROVE,IL,1970-08,578,162,3.57
BRIA OF MASCOUTAH,IL,1970-08,189.31,53,3.57
CITADEL AT CASA SCALABRINI,IL,1970-08,567.58,159,3.57
MASON CITY AREA NURSING HOME,IL,1970-08,192.5,54,3.56
OAK HILL,IL,1970-08,437.99,123,3.56
"CARLTON AT THE LAKE, THE",IL,1970-08,611,172,3.55
ASTORIA PLACE LIVING & REHAB,IL,1970-08,519,146,3.55
ALIYA OF PALOS PARK,IL,1970-08,372.65,105,3.55
BEACON CARE AND REHABILITATION,IL,1970-08,287.13,81,3.54
ODD FELLOW-REBEKAH HOME,IL,1970-08,423.75,120,3.53
HEARTLAND NURSING & REHAB,IL,1970-08,169.61,48,3.53
ZAHAV OF DES PLAINES,IL,1970-08,508.77,144,3.53
HAWTHORNE INN OF DANVILLE,IL,1970-08,278.25,79,3.52
"PAVILION OF BRIDGEVIEW, THE",IL,1970-08,468.75,133,3.52
MICHAELSEN HEALTH CENTER,IL,1970-08,271.12,77,3.52
MACOMB POST ACUTE CARE CENTER,IL,1970-08,168.75,48,3.52
CITADEL CARE CENTER-KANKAKEE,IL,1970-08,319,91,3.51
ALTA REHAB AT FAIRMONT,IL,1970-08,551.2,157,3.51
FREEBURG CARE CENTER,IL,1970-08,333.75,95,3.51
WARREN BARR GOLD COAST,IL,1970-08,659.5,188,3.51
MCLEAN COUNTY NURSING HOME,IL,1970-08,343,98,3.5
ALLURE OF MT CARROLL,IL,1970-08,191.75,55,3.49
KNOX COUNTY NURSING HOME,IL,1970-08,366.75,105,3.49
ELDORADO REHAB & HEALTHCARE,IL,1970-08,195.38,56,3.49
ELEVATE CARE ABINGTON,IL,1970-08,457.5,131,3.49
KEWANEE CARE HOME,IL,1970-08,153.5,44,3.49
ILLINI HERITAGE REHAB & HC,IL,1970-08,166.87,48,3.48
PRAIRIE OASIS,IL,1970-08,362.22,104,3.48
MATTOON REHAB & HCC,IL,1970-08,346.75,100,3.47
"H & J VONDERLIETH LVG CTR, THE",IL,1970-08,187.5,54,3.47
ALLURE OF LAKE STOREY,IL,1970-08,194.5,56,3.47
APERION CARE OAK LAWN,IL,1970-08,449.9,130,3.46
LAKESIDE HEALTH & REHAB CENTER,IL,1970-08,186.82,54,3.46
MEADOWBROOK SKLD NSG & REHAB,IL,1970-08,166.15,48,3.46
AHVA CARE OF STICKNEY,IL,1970-08,155.25,45,3.45
MERCER MANOR REHABILITATION,IL,1970-08,207.25,60,3.45
PAVILION OF SOUTH SHORE,IL,1970-08,381.75,111,3.44
ELEVATE CARE NORTH BRANCH,IL,1970-08,488.82,142,3.44
ST CLARA'S REHAB & SENIOR CARE,IL,1970-08,329.25,96,3.43
PRAIRIE CROSSING LVG & REHAB,IL,1970-08,151,44,3.43
MT ZION HEALTH & REHAB CENTER,IL,1970-08,226.06,66,3.43
ALIYA ON 87TH,IL,1970-08,667.85,195,3.42
PARK PLACE OF BELVIDERE,IL,1970-08,174.25,51,3.42
TIMBERCREEK REHAB & HEALTHCARE CENTER,IL,1970-08,303.94,89,3.42
SOUTHPOINT NURSING & REHAB CENTER,IL,1970-08,544,159,3.42
SOUTH SUBURBAN REHAB CENTER,IL,1970-08,431.05,126,3.42
ALDEN NORTH SHORE REHAB & HCC,IL,1970-08,219,64,3.42
ARC AT CHILLICOTHE,IL,1970-08,239.44,70,3.42
AVANTARA PALOS HEIGHTS,IL,1970-08,530.25,155,3.42
GOLDWATER CARE TOLUCA,IL,1970-08,208.83,61,3.42
ALDEN ESTATES CTS OF HUNTLEY,IL,1970-08,510,149,3.42
LA SALLE COUNTY NURSING HOME,IL,1970-08,207.75,61,3.41
LOFT REHAB OF DECATUR,IL,1970-08,290.03,85,3.41
ASCENSION NAZARETHVILLE PLACE,IL,1970-08,228.18,67,3.41
RANDOLPH COUNTY CARE CENTER,IL,1970-08,156.75,46,3.41
MANOR COURT OF PRINCETON,IL,1970-08,350.75,103,3.41
"GROVE HEALTH & REHAB CTR, THE",IL,1970-08,419.86,123,3.41
MOUNT VERNON HEALTH CARE CENTER,IL,1970-08,139.32,41,3.4
"LOFT REHAB OF PEORIA, THE",IL,1970-08,332.34,98,3.39
MCLEANSBORO REHAB & HLTH C CTR,IL,1970-08,104.98,31,3.39
BEARDSTOWN HEALTH & REHAB CTR,IL,1970-08,223.73,66,3.39
CRESCENT CARE OF ELGIN,IL,1970-08,220.55,65,3.39
ELEVATE CARE WAUKEGAN,IL,1970-08,623.28,184,3.39
ASCENSION VILLA FRANCISCAN,IL,1970-08,419.58,124,3.38
AVANTARA CHICAGO RIDGE,IL,1970-08,513.75,152,3.38
"LOFT REHAB OF EAST PEORIA, THE",IL,1970-08,395.75,117,3.38
BELLA TERRA LAGRANGE,IL,1970-08,337.75,100,3.38
BELLA TERRA MORTON GROVE,IL,1970-08,475.1,141,3.37
ASCENSION HERITAGE VILLAGE,IL,1970-08,70.84,21,3.37
FAIRVIEW HAVEN,IL,1970-08,165.11,49,3.37
HITZ MEMORIAL HOME,IL,1970-08,134.88,40,3.37
ALDEN DEBES REHAB & HCC,IL,1970-08,638,190,3.36
BIG MEADOWS,IL,1970-08,208.5,62,3.36
FAIR HAVENS SENIOR LIVING,IL,1970-08,324.75,97,3.35
FIRESIDE HOUSE OF CENTRALIA,IL,1970-08,221.08,66,3.35
BRIA OF COLUMBIA,IL,1970-08,361.04,108,3.34
GOLDWATER CARE DANVILLE,IL,1970-08,250.84,75,3.34
AUTUMN MEADOWS OF CAHOKIA,IL,1970-08,289.5,87,3.33
WARREN BARR LINCOLN PARK,IL,1970-08,239.5,72,3.33
WASHINGTON SENIOR LIVING,IL,1970-08,233.25,70,3.33
ACCOLADE HEALTHCARE OF PONTIAC,IL,1970-08,263.23,79,3.33
ASCENSION RESURRECTION PLACE,IL,1970-08,325.52,98,3.32
"PAVILION ON MAIN STREET, THE",IL,1970-08,294.77,89,3.31
PA PETERSON AT THE CITADEL,IL,1970-08,383.98,116,3.31
ALLURE OF PINECREST,IL,1970-08,319.79,97,3.3
SHELBYVILLE MANOR,IL,1970-08,264,80,3.3
STONEBRIDGE NURSING & REHAB,IL,1970-08,175.16,53,3.3
"GROVE AT THE LAKE,THE",IL,1970-08,491.77,149,3.3
EDEN VILLAGE CARE CENTER,IL,1970-08,184.75,56,3.3
PETERSON PARK HEALTH CARE CTR,IL,1970-08,580,176,3.3
BERKELEY NURSING & REHAB CENTER,IL,1970-08,145.1,44,3.3
GENERATIONS AT REGENCY,IL,1970-08,666.9,203,3.29
PARIS HEALTH AND REHAB CENTER,IL,1970-08,263.1,80,3.29
DEKALB COUNTY REHAB & NURSING,IL,1970-08,357.5,109,3.28
ALLURE OF PERU,IL,1970-08,262.1,80,3.28
BEMENT HEALTH CARE CENTER,IL,1970-08,101.54,31,3.28
CHARLESTON REHAB & HEALTH CC,IL,1970-08,203.05,62,3.28
GENERATIONS AT APPLEWOOD,IL,1970-08,354.38,108,3.28
"GROVE OF FOX VALLEY,THE",IL,1970-08,419.25,128,3.28
SHAWNEE SENIOR LIVING,IL,1970-08,330.5,101,3.27
LOFT REHAB & NURSING OF NORMAL,IL,1970-08,291.37,89,3.27
BELLA TERRA BLOOMINGDALE,IL,1970-08,303.75,93,3.27
TAYLORVILLE SKLD NUR & REHAB,IL,1970-08,247.91,76,3.26
EASTVIEW TERRACE,IL,1970-08,123.88,38,3.26
GOLDWATER CARE SPRING VALLEY,IL,1970-08,244.21,75,3.26
ROBINSON REHAB AND NURSING,IL,1970-08,201.25,62,3.25
FONDULAC REHABILITATION & HCC,IL,1970-08,224.28,69,3.25
BEECHER MANOR NRSG & REHAB CTR,IL,1970-08,396.9,122,3.25
DUQUOIN NURSING & REHAB,IL,1970-08,172.2,53,3.25
STAUNTON HEALTH AND REHAB CTR,IL,1970-08,155.88,48,3.25
CRESTWOOD REHABILITATION CTR,IL,1970-08,537.5,166,3.24
ALLURE OF MENDOTA,IL,1970-08,233.15,72,3.24
MOUNT VERNON COUNTRYSIDE MANOR,IL,1970-08,261.67,81,3.23
ARC AT NORMAL,IL,1970-08,371.93,115,3.23
TIMBER POINT HEALTHCARE CENTER,IL,1970-08,216.5,67,3.23
GREENVILLE NURSING & REHAB,IL,1970-08,210.06,65,3.23
"GROVE OF LAGRANGE PARK, THE",IL,1970-08,374.75,116,3.23
WESTMONT MANOR HLTH & RHB,IL,1970-08,257.5,80,3.22
CELEBRATE SR LIVING OF MOLINE,IL,1970-08,286.25,89,3.22
WABASH SENIOR LIVING & REHAB,IL,1970-08,270.13,84,3.22
LA BELLA AT CLIFTON,IL,1970-08,224.44,70,3.21
ARCADIA CARE MORRIS,IL,1970-08,234.52,73,3.21
LEE MANOR,IL,1970-08,678.5,212,3.2
CARLINVILLE REHAB & HCC,IL,1970-08,239.98,75,3.2
ELEVATE CARE COUNTRY CLUB HILL,IL,1970-08,497.14,156,3.19
WARREN BARR OAK LAWN,IL,1970-08,312.75,98,3.19
PIPER CITY REHAB & LIVING CTR,IL,1970-08,117.85,37,3.19
BELLEVILLE HEALTHCARE CENTER,IL,1970-08,385.73,121,3.19
PAVILION OF WAUKEGAN,IL,1970-08,254.75,80,3.18
APERION CARE PLUM GROVE,IL,1970-08,194.25,61,3.18
INTEGRITY HC OF CARBONDALE,IL,1970-08,152.75,48,3.18
MONMOUTH NURSING HOME,IL,1970-08,114.5,36,3.18
RENWICK NURSING AND REHAB,IL,1970-08,317.9,100,3.18
RIDGEVIEW HEALTH & REHAB CNTR,IL,1970-08,142.75,45,3.17
SHELBYVILLE REHAB & HLTH C CTR,IL,1970-08,85.7,27,3.17
METROPOLIS REHAB & HCC,IL,1970-08,234,74,3.16
COULTERVILLE REHAB & HCC,IL,1970-08,214.67,68,3.16
PEARL OF ORCHARD VALLEY,IL,1970-08,400.73,127,3.16
HILLVIEW SENIOR LIVING & REHAB,IL,1970-08,104,33,3.15
ALIYA OF HIGHWOOD,IL,1970-08,283.38,90,3.15
HARMONY HEALTHCARE & REHAB CTR,IL,1970-08,523.25,166,3.15
WHITE OAK REHABILITATION & HCC,IL,1970-08,97.38,31,3.14
"PAVILION OF LOGAN SQUARE, THE",IL,1970-08,653.5,208,3.14
LEMONT NURSING & REHAB CENTER,IL,1970-08,395.8,126,3.14
OAKVIEW NURSING & REHAB,IL,1970-08,266.53,85,3.14
ALDEN LINCOLN REHAB & H C CTR,IL,1970-08,266.75,85,3.14
ODIN HEALTH AND REHAB CENTER,IL,1970-08,289.01,92,3.14
ALLURE OF MOLINE,IL,1970-08,295.15,94,3.14
HARMONY PALOS,IL,1970-08,300.5,96,3.13
PLEASANT MEADOWS SENIOR LIVING,IL,1970-08,241.31,77,3.13
REGENCY CARE,IL,1970-08,277.6,89,3.12
FOREST VIEW REHAB & NURSING CENTER,IL,1970-08,380.37,122,3.12
VANDALIA REHAB & HEALTH CARE C,IL,1970-08,105.99,34,3.12
PEARL AT THE TILLERS,IL,1970-08,221.4,71,3.12
ALLURE OF GENESEO,IL,1970-08,196.75,63,3.12
SUNNY ACRES NURSING HOME,IL,1970-08,246.5,79,3.12
HELIA HEALTHCARE OF BENTON,IL,1970-08,158.73,51,3.11
"PEARL OF HINSDALE, THE",IL,1970-08,397.94,128,3.11
MONTGOMERY NURSING & REHAB CTR,IL,1970-08,245.96,79,3.11
NORTHBROOK HEALTH AND REHAB,IL,1970-08,323.55,104,3.11
UPTOWN CARE AND REHABILITATION,IL,1970-08,685.35,221,3.1
BRIA OF WESTMONT,IL,1970-08,507.78,164,3.1
HALLMARK HC OF CARLINVILLE,IL,1970-08,130.17,42,3.1
QUINCY HEALTHCARE & SR LIVING,IL,1970-08,238.45,77,3.1
OREGON LIVING AND REHABILITATION CENTER,IL,1970-08,210.75,68,3.1
DOBSON PLAZA,IL,1970-08,246.8,80,3.09
BRIA OF ELMWOOD PARK,IL,1970-08,449.86,146,3.08
ALIYA OF EVANSTON,IL,1970-08,166.52,54,3.08
LA BELLA OF EDWARDSVILLE,IL,1970-08,323.21,105,3.08
"LOFT REHAB OF ROCK SPRINGS, THE",IL,1970-08,317.5,103,3.08
APERION CARE MORTON VILLA,IL,1970-08,211.5,69,3.07
APERION CARE BRIDGEPORT,IL,1970-08,199.6,65,3.07
BUCKINGHAM PAVILION,IL,1970-08,298,97,3.07
PARKER NURSING & REHAB CENTER,IL,1970-08,180.5,59,3.06
ACCOLADE HC OF EAST PEORIA,IL,1970-08,177.45,58,3.06
IMBODEN CREEK SENIOR LIVING,IL,1970-08,223.55,73,3.06
ALDEN TOWN MANOR REHAB & HCC,IL,1970-08,581.25,190,3.06
SHARON HEALTH CARE WILLOWS,IL,1970-08,354.16,116,3.05
APERION CARE GLENWOOD,IL,1970-08,362.7,119,3.05
PARC JOLIET,IL,1970-08,488.75,160,3.05
CARMI MANOR REHAB & NRSG CTR,IL,1970-08,130.75,43,3.04
WILLOW ROSE REHAB & HEALTH,IL,1970-08,112.64,37,3.04
SOUTH SHORE REHABILITATION,IL,1970-08,577.72,190,3.04
LANDMARK OF RICHTON PARK REHAB & NSG CTR,IL,1970-08,274,90,3.04
CITADEL AT SAINT BENEDICT,IL,1970-08,225.3,74,3.04
ALDEN POPLAR CREEK REHAB & HCC,IL,1970-08,418.5,138,3.03
JONESBORO REHAB & HCC,IL,1970-08,75.81,25,3.03
JERSEYVILLE MANOR,IL,1970-08,430.75,142,3.03
PAVILION OF OTTAWA,IL,1970-08,378.92,125,3.03
BARRY HEALTHCARE & SR LIVING,IL,1970-08,166.39,55,3.03
DECATUR REHAB & HEALTH CARE CT,IL,1970-08,117.59,39,3.02
JACKSONVILLE SKLD NUR & REHAB,IL,1970-08,251.03,83,3.02
SERENITY ESTATES AT MORRIS,IL,1970-08,238.75,79,3.02
ALLURE OF WALNUT,IL,1970-08,117.9,39,3.02
BRIA OF GODFREY,IL,1970-08,136.04,45,3.02
LAKEVIEW  REHAB & NURSING CENTER,IL,1970-08,418.25,139,3.01
ALTON MEMORIAL REHAB & THERAPY,IL,1970-08,156.75,52,3.01
ARC AT BRADLEY,IL,1970-08,228.56,76,3.01
RICHLAND NURSING & REHAB,IL,1970-08,243.53,81,3.01
HALLMARK HEALTHCARE OF PEKIN,IL,1970-08,183.71,61,3.01
FARMER CITY REHAB & HEALTHCARE,IL,1970-08,138.54,46,3.01
BRIA OF RIVER OAKS,IL,1970-08,751.52,250,3.01
CUMBERLAND REHAB & HEALTH CC,IL,1970-08,108.5,36,3.01
LAKEWOOD NRSG & REHAB CENTER,IL,1970-08,357.4,119,3
ACCOLADE PAXTON SENIOR LIVING,IL,1970-08,182.15,61,2.99
SUNSET REHABILITATION & HLTH C,IL,1970-08,271.29,91,2.98
AVANTARA LAKE ZURICH,IL,1970-08,419.25,141,2.97
CHATEAU NRSG & REHAB CENTER,IL,1970-08,358.87,121,2.97
NATURE TRAIL HEALTH AND REHAB,IL,1970-08,196.28,66,2.97
BRIA OF WOODRIVER,IL,1970-08,236.47,80,2.96
JENNINGS TERRACE,IL,1970-08,162.75,55,2.96
FAIR OAKS REHAB & HEALTHCARE,IL,1970-08,171.5,58,2.96
ELEVATE CARE CHICAGO NORTH,IL,1970-08,476.3,161,2.96
WESTSIDE REHAB & CARE CENTER,IL,1970-08,121.53,41,2.96
WARREN BARR NORTH SHORE,IL,1970-08,421.87,143,2.95
APERION CARE HILLSIDE,IL,1970-08,156.32,53,2.95
AHVA CARE OF WINFIELD,IL,1970-08,371.72,126,2.95
ARCADIA CARE JACKSONVILLE,IL,1970-08,220.57,75,2.94
HILLSIDE REHAB & CARE CENTER,IL,1970-08,117.46,40,2.94
SYMPHONY MAPLE CREST,IL,1970-08,202.75,69,2.94
SALINE CARE NURSING & REHAB,IL,1970-08,305.74,104,2.94
SYMPHONY NORTHWOODS,IL,1970-08,273.5,93,2.94
TWIN LAKES REHAB & HEALTH CARE,IL,1970-08,85.17,29,2.94
ST JAMES WELLNESS REHAB VILLAS,IL,1970-08,203,69,2.94
"PEARL OF NAPERVILLE, THE",IL,1970-08,243.48,83,2.93
NOKOMIS REHAB & HEALTH CARE CENTER,IL,1970-08,90.97,31,2.93
ROSICLARE REHAB & HCC,IL,1970-08,105.57,36,2.93
ALDEN OF WATERFORD,IL,1970-08,231,79,2.92
HOPE CREEK NURSING & REHAB,IL,1970-08,478.75,164,2.92
LINCOLN VILLAGE HEALTHCARE,IL,1970-08,206.6,71,2.91
WATSEKA REHAB & HLTH CARE CTR,IL,1970-08,133.88,46,2.91
MORGAN PARK HEALTHCARE,IL,1970-08,543.75,187,2.91
APERION CARE FAIRFIELD,IL,1970-08,176.75,61,2.9
GOLDWATER CARE GIBSON CITY,IL,1970-08,171.31,59,2.9
APERION CARE BURBANK,IL,1970-08,150.8,52,2.9
MEADOWBROOK MANOR,IL,1970-08,711.25,245,2.9
BRIDGEWAY SENIOR LIVING,IL,1970-08,453.79,157,2.89
BEACON HILL,IL,1970-08,107.08,37,2.89
DOWNERS GROVE REHAB & NURSING,IL,1970-08,251.41,87,2.89
APERION CARE PEORIA HEIGHTS,IL,1970-08,248.2,86,2.89
ARISTA HEALTHCARE,IL,1970-08,256.58,89,2.88
APERION CARE ST ELMO,IL,1970-08,129.55,45,2.88
"CITADEL OF NORTHBROOK, THE",IL,1970-08,380.75,132,2.88
APERION CARE DEKALB,IL,1970-08,221.57,77,2.88
CALHOUN NURSING & REHAB CENTER,IL,1970-08,170.2,59,2.88
"GROVE OF ELMHURST, THE",IL,1970-08,386.27,134,2.88
TUSCOLA HEALTH CARE CENTER,IL,1970-08,109.07,38,2.87
OAK LAWN RESPIRATORY & REHAB,IL,1970-08,132,46,2.87
ALDEN PARK STRATHMOOR,IL,1970-08,460,161,2.86
LAKEFRONT NURSING & REHAB CTR,IL,1970-08,249,87,2.86
ALLURE OF KNOX COUNTY,IL,1970-08,145.2,51,2.85
GENERATIONS AT NEIGHBORS,IL,1970-08,302.25,106,2.85
FLORA GARDENS CARE CENTER,IL,1970-08,139.59,49,2.85
TAYLORVILLE CARE CENTER,IL,1970-08,202.63,71,2.85
CASEYVILLE NURSING & REHAB CTR,IL,1970-08,251,88,2.85
PLEASANT VIEW REHAB & HCC,IL,1970-08,82.7,29,2.85
STEPHENSON NURSING CENTER,IL,1970-08,148,52,2.85
SOUTH HOLLAND MANOR HTH & RHB,IL,1970-08,360.97,127,2.84
TOWER HILL HEALTHCARE CENTER,IL,1970-08,425.5,150,2.84
IGNITE MEDICAL HANOVER PARK,IL,1970-08,264.53,93,2.84
FARMINGTON VILLAGE NRSG,IL,1970-08,218.12,77,2.83
APERION CARE DOLTON,IL,1970-08,234.6,83,2.83
LAKELAND REHAB & HEALTHCARE CENTER,IL,1970-08,319.24,113,2.83
HILLCREST HOME,IL,1970-08,181,64,2.83
BRIA OF CHICAGO HEIGHTS,IL,1970-08,270.97,96,2.82
ROBINGS MANOR RHC,IL,1970-08,90.31,32,2.82
ROSEVILLE REHAB & HEALTH CARE,IL,1970-08,163.72,58,2.82
PINCKNEYVILLE NURSING & REHAB,IL,1970-08,132.29,47,2.81
ALDEN LAKELAND REHAB & HCC,IL,1970-08,446.75,159,2.81
APERION CARE WESTCHESTER,IL,1970-08,281.2,100,2.81
COUNTRY HEALTH,IL,1970-08,238,85,2.8
ASCENSION SAINT JOSEPH VILLAGE,IL,1970-08,280.27,100,2.8
"CITADEL OF STERLING,THE",IL,1970-08,248.5,89,2.79
"CITADEL OF GLENVIEW,THE",IL,1970-08,337.5,121,2.79
BELLA TERRA WHEELING,IL,1970-08,490,176,2.78
MOUNT STERLING HEALTH AND REHAB CENTER,IL,1970-08,149.57,54,2.77
MEADOWBROOK MANOR - NAPERVILLE,IL,1970-08,523.4,189,2.77
ALDEN TERRACE OF MCHENRY REHAB,IL,1970-08,387.5,140,2.77
GOLDEN GOOD SHEPHERD HOME,IL,1970-08,96.58,35,2.76
ST ANTHONY'S NSG & REHAB CTR,IL,1970-08,217.75,79,2.76
WARREN BARR LIEBERMAN,IL,1970-08,621.5,225,2.76
AMBASSADOR NURSING & REHAB CENTER,IL,1970-08,386.88,140,2.76
CRYSTAL PINES REHAB & HCC,IL,1970-08,234.5,85,2.76
APERION CARE PRINCETON,IL,1970-08,190.29,69,2.76
PLEASANT VIEW LUTHER HOME,IL,1970-08,220.75,80,2.76
ALDEN LONG GROVE REHAB &HC CTR,IL,1970-08,432.5,157,2.75
ARCOLA HEALTH CARE CENTER,IL,1970-08,170.24,62,2.75
ELEVATE CARE WINDSOR PARK,IL,1970-08,528.56,192,2.75
LEWIS MEMORIAL CHRISTIAN VLG,IL,1970-08,320.81,117,2.74
BIRCHWOOD PLAZA,IL,1970-08,400.75,146,2.74
PANA HEALTH AND REHAB CENTER,IL,1970-08,244.24,89,2.74
HILLSBORO REHAB & HCC,IL,1970-08,231.33,85,2.72
COUNTRYVIEW CARE CENTER-MACOMB,IL,1970-08,114.11,42,2.72
LITCHFIELD HEALTH & REHAB CENTER,IL,1970-08,148.36,55,2.7
GROVE OF ST CHARLES,IL,1970-08,250.75,93,2.7
APERION CARE MARSEILLES,IL,1970-08,194.43,72,2.7
EVERCARE AT EDWARDSVILLE,IL,1970-08,224.05,83,2.7
HELIA HEALTHCARE OF NEWTON,IL,1970-08,102.52,38,2.7
SUNRISE SKILLED NUR & REHAB,IL,1970-08,223.76,83,2.7
APERION CARE LAKESHORE,IL,1970-08,612.4,227,2.7
ARC AT EL PASO,IL,1970-08,156.84,58,2.7
INVERNESS REHAB,IL,1970-08,316.22,117,2.7
CASEY HEALTHCARE CENTER,IL,1970-08,129.47,48,2.7
AVISTON COUNTRYSIDE MANOR,IL,1970-08,166.57,62,2.69
FOSTER HEALTH & REHAB CENTER,IL,1970-08,104.25,39,2.67
ARCADIA CARE AUBURN,IL,1970-08,162.9,61,2.67
"PEARL OF ELGIN, THE",IL,1970-08,303.82,114,2.67
FARGO HEALTH CARE CENTER,IL,1970-08,262,98,2.67
"PEARL OF MONTCLARE, THE",IL,1970-08,291.39,109,2.67
ELEVATE CARE NORTHBROOK,IL,1970-08,540.75,203,2.66
ACCOLADE HEALTHCARE OF SAVOY,IL,1970-08,457.82,172,2.66
HERITAGE HEALTH-HOOPESTON,IL,1970-08,190.5,72,2.65
MAYFIELD CARE AND REHAB,IL,1970-08,310,118,2.63
ARC AT STREATOR,IL,1970-08,251.1,96,2.62
WHEATON VILLAGE NRSG & RHB CTR,IL,1970-08,291.1,111,2.62
CENTER HOME HISPANIC ELDERLY,IL,1970-08,294.5,113,2.61
CARLYLE HEALTHCARE & SR LIVING,IL,1970-08,216.72,83,2.61
KENWOOD VLGE NRSG AND RHB CTR,IL,1970-08,278,107,2.6
PINE CREST HEALTH CARE,IL,1970-08,406.25,157,2.59
LACON REHAB AND NURSING,IL,1970-08,152.5,59,2.58
"CLAYBERG, THE",IL,1970-08,118.75,46,2.58
HELIA HEALTHCARE OF ENERGY,IL,1970-08,182.7,71,2.57
GOLDWATER PONTIAC NURSING HOME,IL,1970-08,218.8,85,2.57
"IROQUOIS RESIDENT HOME, THE",IL,1970-08,74.65,29,2.57
FAIRVIEW REHAB & HEALTHCARE,IL,1970-08,123.29,48,2.57
HICKORY VLG NRSG & RHB,IL,1970-08,161.37,63,2.56
"AUSTIN OASIS, THE",IL,1970-08,415,162,2.56
GILMAN HEALTHCARE CENTER,IL,1970-08,158.92,62,2.56
THREE SPRINGS SR LIVING & RHAB,IL,1970-08,159,62,2.56
"PEARL OF HILLSIDE,THE",IL,1970-08,375.43,147,2.55
LITTLE VILLAGE NRSG & RHB CTR,IL,1970-08,241.72,95,2.54
CENTRAL NURSING HOME,IL,1970-08,433.57,171,2.54
INTEGRITY HC OF ANNA,IL,1970-08,139.75,55,2.54
CONTINENTAL NURSING & REHAB CENTER,IL,1970-08,353.75,139,2.54
DIXON REHAB & HCC,IL,1970-08,212.75,84,2.53
ARC AT DWIGHT,IL,1970-08,206.95,82,2.52
FRIENDSHIP MANOR HEALTH CARE,IL,1970-08,160.45,64,2.51
"PEARL OF ROLLING MEADOWS,THE",IL,1970-08,316.03,126,2.51
ALL AMERICAN VLGE NRSG & RHB,IL,1970-08,332.42,133,2.5
INTEGRITY HC OF COBDEN,IL,1970-08,147.25,59,2.5
APERION CARE FOREST PARK,IL,1970-08,506,203,2.49
LA BELLA OF ALTON,IL,1970-08,299.01,120,2.49
BRIA OF BELLEVILLE,IL,1970-08,327.76,132,2.48
APERION CARE NILES,IL,1970-08,217.9,88,2.48
RYZE WEST,IL,1970-08,452.5,184,2.46
EVERCARE AT UNIVERSITY,IL,1970-08,225.43,92,2.45
LOFT REHAB & NURSING OF CANTON,IL,1970-08,159.5,65,2.45
ROCK RIVER GARDENS,IL,1970-08,100.48,41,2.45
CHALET LIVING & REHAB,IL,1970-08,473.5,193,2.45
GRANITE NURSING & REHABILITATION,IL,1970-08,190.93,78,2.45
WENTWORTH REHAB & HCC,IL,1970-08,449.5,184,2.44
PRAIRIE VILLAGE HEALTHCARE CTR,IL,1970-08,124.22,51,2.44
EVERGREEN NURSING & REHAB CENTER,IL,1970-08,100.08,41,2.44
PRINCETON REHAB & HCC,IL,1970-08,432.25,178,2.43
SULLIVAN REHAB & HLTH CARE CTR,IL,1970-08,172.23,71,2.43
NILES NSG & REHAB CTR,IL,1970-08,712.75,293,2.43
ALEDO REHAB & HEALTH CARE CENTER,IL,1970-08,108.71,45,2.42
PEARL PAVILION,IL,1970-08,157,65,2.42
MOMENCE MEADOWS NURSING & REHAB,IL,1970-08,187.75,78,2.41
ASPEN REHAB &  HEALTH CARE,IL,1970-08,72.42,30,2.41
ROCK RIVER HEALTH CARE,IL,1970-08,193.52,81,2.39
SOUTHGATE HEALTH CARE CENTER,IL,1970-08,193,81,2.38
