PROVIDER_NAME,STATE,MONTH,TOTAL_HOURS_WORKED
"BRIGHTMOOR NURSING CENTER, LLC",GA,1970-08,431
BROWN HEALTH AND REHABILITATION,GA,1970-08,343.71
BROWN'S HEALTH & REHAB CENTER,GA,1970-08,141.25
BRYAN COUNTY HLTH & REHAB CTR,GA,1970-08,331.75
BRYANT HEALTH AND REHABILITATION CENTER,GA,1970-08,159.75
BUCHANAN HEALTHCARE CENTER,GA,1970-08,145.58
BUCKHEAD CENTER FOR NURSING AND HEALING,GA,1970-08,393.25
BUDD TERRACE AT WESLEY WOODS,GA,1970-08,461.78
CALHOUN HEALTH CARE CENTER,GA,1970-08,302.75
CALHOUN NURSING HOME,GA,1970-08,255.86
CAMBRIDGE POST ACUTE CARE CENTER,GA,1970-08,456.4
CAMELLIA GARDENS OF LIFE CARE,GA,1970-08,273.29
CAMELLIA HEALTH & REHABILITATION,GA,1970-08,178.34
CANDLER SKILLED NURSING UNIT,GA,1970-08,170.25
CANTON CENTER FOR NURSING AND HEALING LLC,GA,1970-08,243.67
CARLYLE PLACE,GA,1970-08,52.15
"CARROLLTON MANOR, INCORPORATED",GA,1970-08,268.03
CARROLLTON NURSING & REHAB CTR,GA,1970-08,340
CARTERSVILLE CENTER FOR NURSING AND HEALING,GA,1970-08,266.99
CEDAR VALLEY NSG & REHAB CTR,GA,1970-08,225.25
"CENTER FOR ADVANCED REHAB AT PARKSIDE, THE",GA,1970-08,542.52
CHAPLINWOOD NURSING HOME,GA,1970-08,313.93
CHATSWORTH HEALTH CARE CENTER,GA,1970-08,372.5
CHATUGE REGIONAL NURSING HOME,GA,1970-08,275.3
CHELSEY PARK HEALTH AND REHABILITATION,GA,1970-08,128.51
CHEROKEE CENTER FOR NURSING AND HEALING LLC,GA,1970-08,284.75
CHERRY BLOSSOM HEALTH AND REHABILITATION,GA,1970-08,177.36
CHESTNUT RIDGE NSG & REHAB CTR,GA,1970-08,439.5
CHRISTIAN CITY REHABILITATION CENTER,GA,1970-08,447.25
CHULIO HILLS HEALTH AND REHAB,GA,1970-08,393.98
CHURCH HOME REHABILITATION AND HEALTHCARE,GA,1970-08,260
COASTAL MANOR,GA,1970-08,280
COLQUITT REGIONAL SENIOR CARE & REHABILITATION,GA,1970-08,137.87
COMER HEALTH AND REHABILITATION,GA,1970-08,307.47
COMFORT CREEK NURSING AND REHABILITATION CENTER,GA,1970-08,210.5
CORDELE HEALTH AND REHABILITATION,GA,1970-08,182.56
"COTTAGES AT ROCKMART, THE",GA,1970-08,442.59
COUNTRYSIDE HEALTH CENTER,GA,1970-08,152.75
CRESTVIEW HEALTH & REHAB CTR,GA,1970-08,974.24
CRISP REGIONAL NSG & REHAB CTR,GA,1970-08,229.14
CROSSVIEW CARE CENTER,GA,1970-08,197.75
CUMMING OPERATING COMPANY LLC,GA,1970-08,329.6
"D SCOTT HUDGENS CENTER FOR SKILLED NURSING, THE",GA,1970-08,110.5
DADE HEALTH AND REHAB,GA,1970-08,91.7
DAWSON HEALTH AND REHABILITATION,GA,1970-08,208.16
DECATUR CENTER FOR NURSING AND HEALING LLC,GA,1970-08,347.5
DELMAR GARDENS OF GWINNETT,GA,1970-08,194.61
DELMAR GARDENS OF SMYRNA,GA,1970-08,282.38
DOUGLASVILLE NURSING AND REHABILITATION CENTER,GA,1970-08,772.83
DUBLINAIR HEALTH & REHAB,GA,1970-08,313.81
EAGLE HEALTH & REHABILITATION,GA,1970-08,159.29
EARLY MEMORIAL NURSING FACILITY,GA,1970-08,373.75
EAST COBB CENTER FOR NURSING AND HEALING LLC,GA,1970-08,340.5
EAST LAKE ARBOR,GA,1970-08,285
EASTMAN HEALTHCARE & REHAB,GA,1970-08,197.29
EASTVIEW NURSING CENTER,GA,1970-08,187.28
EATONTON HEALTH AND REHABILITATION,GA,1970-08,170.14
EFFINGHAM CARE & REHABILITATION CENTER,GA,1970-08,303
EMANUEL COUNTY NURSING HOME,GA,1970-08,157.5
ETOWAH LANDING,GA,1970-08,307.8
EVERGREEN HEALTH AND REHABILITATION CENTER,GA,1970-08,237.25
FAIRBURN HEALTH CARE CENTER,GA,1970-08,356.75
FAYETTEVILLE CENTER FOR NURSING & HEALING LLC,GA,1970-08,448
FIFTH AVENUE HEALTH CARE,GA,1970-08,206.85
FLORENCE HAND HOME,GA,1970-08,378.55
FOLKSTON PARK CARE AND REHABILITATION CENTER,GA,1970-08,135.5
FORT GAINES HEALTH AND REHAB,GA,1970-08,156.44
FORT VALLEY HEALTH AND REHAB,GA,1970-08,176.61
FOUNTAIN BLUE REHAB AND NURSING,GA,1970-08,204
FOUNTAINVIEW CTR FOR ALZHEIMER,GA,1970-08,29.45
FOUR COUNTY HEALTH AND REHABILITATION,GA,1970-08,187.89
FRIENDSHIP HEALTH AND REHAB,GA,1970-08,135.65
FULTON CENTER FOR REHABILITATION LLC,GA,1970-08,290.49
GATEWAY HEALTH AND REHAB,GA,1970-08,121.77
GIBSON HEALTH OPCO LLC,GA,1970-08,165
GLEN EAGLE HEALTHCARE AND REHAB,GA,1970-08,152.43
GLENVUE HEALTH & REHAB,GA,1970-08,264.44
GLENWOOD HEALTH CENTER BY HARBORVIEW,GA,1970-08,644.77
GLENWOOD HEALTHCARE,GA,1970-08,117
GOLD CITY HEALTH AND REHAB,GA,1970-08,134.14
GORDON HEALTH AND REHABILITATION,GA,1970-08,242.79
GRACEMORE NURSING AND REHAB,GA,1970-08,144.53
GRACEWOOD NSG FACILITY(UNIT 9),GA,1970-08,140
GRANDVIEW HEALTH CARE CENTER,GA,1970-08,190.4
GREEN ACRES HEALTH AND REHABILITATION,GA,1970-08,294.52
GREENE POINT HEALTH AND REHABILITATION,GA,1970-08,123.89
HARALSON NSG & REHAB CENTER,GA,1970-08,346.25
HARBORVIEW DECATUR,GA,1970-08,178.71
HARBORVIEW HEALTH CENTER OF AUGUSTA,GA,1970-08,303.75
HARBORVIEW HEALTH SYSTEMS JESUP,GA,1970-08,314.5
HARBORVIEW HEALTH SYSTEMS THOMASTON,GA,1970-08,324
HARBORVIEW ROME,GA,1970-08,271.25
HARBORVIEW SATILLA,GA,1970-08,711.25
HARBORVIEW THOMASVILLE,GA,1970-08,120.25
HARBORVIEW TIFTON,GA,1970-08,336.62
HARRINGTON PARK HEALTH AND REHABILITATION,GA,1970-08,208.01
HART CARE CENTER,GA,1970-08,181.89
HARTWELL HEALTH AND REHABILITATION,GA,1970-08,185.69
HAZELHURST COURT CARE AND REHABILITATION CENTER,GA,1970-08,134.25
"HEALTHCARE AT COLLEGE PARK, LLC",GA,1970-08,276.05
HEARDMONT HEALTH AND REHABILITATION,GA,1970-08,116.09
HEART OF GEORGIA NURSING HOME,GA,1970-08,265.75
HERITAGE INN HEALTH AND REHABILITATION,GA,1970-08,160.49
HERITAGE INN OF BARNESVILLE HEALTH AND REHAB,GA,1970-08,305.89
HERITAGE INN OF SANDERSVILLE HEALTH AND REHAB,GA,1970-08,210.26
HIGH SHOALS HEALTH AND REHABILITATION,GA,1970-08,217.57
HILL HAVEN NURSING HOME,GA,1970-08,111.5
JEFFERSONVILLE CARE CENTER LLC,GA,1970-08,274.5
JESUP HEALTH AND REHAB,GA,1970-08,226.27
JOE-ANNE BURGIN HEALTH AND REHABILITATION,GA,1970-08,290.08
JONESBORO NURSING AND REHABILITATION CENTER,GA,1970-08,337.18
KEYSVILLE NURSING HOME & REHAB,GA,1970-08,160.55
LAGRANGE CARE CENTER LLC,GA,1970-08,246.7
LAKE CITY NURSING AND REHABILITATION CENTER LLC,GA,1970-08,525.99
LAKE CROSSING HEALTH CENTER PAC LLC,GA,1970-08,250.75
LEE COUNTY HEALTH AND REHABILITATION,GA,1970-08,194.59
LEGACY HEALTH AND REHABILITATION,GA,1970-08,77.45
LEGACY TRANSITIONAL CARE & REHABILITATION,GA,1970-08,472.31
LENBROOK,GA,1970-08,336.92
LIFE CARE CENTER,GA,1970-08,311.25
LIFE CARE CENTER OF GWINNETT,GA,1970-08,269.46
LIFE CARE CTR OF LAWRENCEVILLE,GA,1970-08,291.52
LILLIAN CARTER HEALTH & REHABILITATION,GA,1970-08,154.52
"LODGE, THE",GA,1970-08,352.77
LUMBER CITY CARE CENTER LLC,GA,1970-08,225.3
LYNN HAVEN HEALTH AND REHABILITATION,GA,1970-08,237.26
MACON REHABILITATION AND HEALTHCARE,GA,1970-08,313.25
MADISON HEALTH AND REHAB,GA,1970-08,201.89
MAGNOLIA MANOR METHODIST NSG C,GA,1970-08,642.25
MAGNOLIA MANOR OF COLUMBUS NURSING CENTER - EAST,GA,1970-08,396.62
MAGNOLIA MANOR OF COLUMBUS NURSING CENTER - WEST,GA,1970-08,412.65
MAGNOLIA MANOR OF MARION COUNTY,GA,1970-08,295.62
MAGNOLIA MANOR OF MIDWAY,GA,1970-08,338.48
MAGNOLIA MANOR OF ST SIMONS REHAB & NURSING CENTER,GA,1970-08,181.8
MAGNOLIA PLACE NURSING AND REHABILITATION,GA,1970-08,174.44
MAPLE RIDGE HEALTH CARE CENTER,GA,1970-08,201.75
MARIETTA CENTER FOR NURSING AND HEALING,GA,1970-08,380.25
MARSH'S EDGE,GA,1970-08,70.75
MCRAE MANOR NURSING HOME,GA,1970-08,252.75
MEADOWBROOK HEALTH AND REHAB,GA,1970-08,351.22
MEADOWS PARK HEALTH AND REHABILITATION,GA,1970-08,227.25
MEDICAL MANAGEMENT HEALTH AND REHAB CENTER,GA,1970-08,250.12
MEMORIAL MANOR NURSING HOME,GA,1970-08,172
MESUN HEALTH AND REHABILITATION CENTER,GA,1970-08,227.5
MGHP-BRENTWOOD LLC,GA,1970-08,237.43
MILLER NURSING HOME,GA,1970-08,914.36
MIONA GERIATRIC & DEMENTIA CENTER,GA,1970-08,294
MONTEZUMA HEALTH AND REHABILITATION,GA,1970-08,303.19
MOUNTAIN VIEW HEALTH CARE,GA,1970-08,222.78
MUSCOGEE MANOR & REHABILITATION CTR,GA,1970-08,591.71
NANCY HART OPERATION LLC,GA,1970-08,172.1
NEW HORIZONS HABERSHAM,GA,1970-08,188.75
NEW HORIZONS LIMESTONE,GA,1970-08,836
NEWNAN HEALTH AND REHABILITATION,GA,1970-08,344.07
NHC HEALTHCARE FT OGLETHORPE,GA,1970-08,423.25
NHC HEALTHCARE ROSSVILLE,GA,1970-08,322.25
NORTHRIDGE HEALTH AND REHABILITATION,GA,1970-08,337.68
NURSE CARE OF BUCKHEAD,GA,1970-08,694.9
"OAK VIEW HOME, INC",GA,1970-08,250.69
"OAKS - ATHENS SKILLED NURSING, THE",GA,1970-08,555.25
"OAKS - BETHANY SKILLED NURSING, THE",GA,1970-08,314.75
"OAKS - CARROLLTON SKILLED NURSING, THE",GA,1970-08,134.5
"OAKS - LIMESTONE, THE",GA,1970-08,268.75
"OAKS - SCENIC VIEW SKILLED NURSING, THE",GA,1970-08,384.25
OAKS HEALTH CTR AT THE MARSHES OF SKIDAWAY ISLAND,GA,1970-08,69.46
"OAKS NURSING HOME, INC, THE",GA,1970-08,171
OAKVIEW HEALTH AND REHABILITATION,GA,1970-08,354.58
OCEANSIDE CARE CENTER LLC,GA,1970-08,127.1
ORCHARD HEALTH AND REHABILITATION,GA,1970-08,274.88
ORCHARD VIEW REHABILITATION & SKILLED NURSING CTR,GA,1970-08,820.86
OXLEY PARK HEALTH AND REHABILITATION,GA,1970-08,217.78
PALEMON GASKINS MEM NSG HOME,GA,1970-08,106.15
PARK PLACE NURSING FACILITY,GA,1970-08,702.58
PARKSIDE CENTER FOR NURSING AND REHAB AT ELLIJAY,GA,1970-08,308.98
PARKSIDE POST ACUTE AND REHABILITATION,GA,1970-08,502
PEBBLEBROOK HEALTH CENTER AT PARK SPRINGS,GA,1970-08,149.75
PERIMETER REHABILITATION SUITES BY HARBORVIEW,GA,1970-08,616.05
PINE KNOLL NURSING & REHAB CTR,GA,1970-08,318
PINE VIEW NURSING AND REHAB  CENTER,GA,1970-08,198.4
PINEWOOD MANOR NURSING HOME & REHABILITATION CNTR,GA,1970-08,204.51
PINEWOOD NURSING CENTER,GA,1970-08,147.4
"PLACE AT DEANS BRIDGE, THE",GA,1970-08,277.71
"PLACE AT MARTINEZ, THE",GA,1970-08,296.62
PLEASANT VIEW NURSING CENTER,GA,1970-08,217.5
POWDER SPRINGS CENTER FOR NURSING & HEALING,GA,1970-08,641.85
"PREMIER ESTATES OF DUBLIN, LLC",GA,1970-08,170.71
"PRESBYTERIAN HOME, QUITMAN, IN",GA,1970-08,607.5
PRESBYTERIAN VILLAGE,GA,1970-08,241
PROVIDENCE HEALTHCARE,GA,1970-08,173.25
PROVIDENCE OF SPARTA HEALTH AND REHAB,GA,1970-08,0
PRUITTHEALTH - ASHBURN,GA,1970-08,157.5
PRUITTHEALTH - ATHENS HERITAGE,GA,1970-08,279.25
PRUITTHEALTH - AUGUSTA,GA,1970-08,395.45
PRUITTHEALTH - AUGUSTA HILLS,GA,1970-08,193.75
PRUITTHEALTH - AUSTELL,GA,1970-08,396
PRUITTHEALTH - BETHANY,GA,1970-08,181.25
PRUITTHEALTH - BLUE RIDGE,GA,1970-08,184.25
PRUITTHEALTH - BROOKHAVEN,GA,1970-08,417
PRUITTHEALTH - COVINGTON,GA,1970-08,213.25
"PRUITTHEALTH - CRESTWOOD, LLC",GA,1970-08,203.5
PRUITTHEALTH - DECATUR,GA,1970-08,366
PRUITTHEALTH - EASTSIDE,GA,1970-08,183.75
"PRUITTHEALTH - EVANS, LLC",GA,1970-08,467.67
PRUITTHEALTH - FAIRBURN,GA,1970-08,290
PRUITTHEALTH - FITZGERALD,GA,1970-08,135.25
PRUITTHEALTH - FORSYTH,GA,1970-08,139.25
PRUITTHEALTH - FORT OGLETHORPE,GA,1970-08,311.75
PRUITTHEALTH - FRANKLIN,GA,1970-08,167.75
PRUITTHEALTH - GRANDVIEW,GA,1970-08,181
PRUITTHEALTH - GREENVILLE,GA,1970-08,172.75
PRUITTHEALTH - GRIFFIN,GA,1970-08,181.25
"PRUITTHEALTH - HOLLY HILL, LLC",GA,1970-08,234.75
PRUITTHEALTH - JASPER,GA,1970-08,113.5
PRUITTHEALTH - LAFAYETTE,GA,1970-08,328
"PRUITTHEALTH - LAKEHAVEN, LLC",GA,1970-08,214.25
PRUITTHEALTH - LANIER,GA,1970-08,223
"PRUITTHEALTH - LAUREL PARK, LLC",GA,1970-08,293
PRUITTHEALTH - LILBURN,GA,1970-08,385.5
PRUITTHEALTH - MACON,GA,1970-08,574.06
PRUITTHEALTH - MAGNOLIA MANOR,GA,1970-08,450.88
PRUITTHEALTH - MARIETTA,GA,1970-08,328.5
PRUITTHEALTH - MONROE,GA,1970-08,241.75
PRUITTHEALTH - MOULTRIE,GA,1970-08,158.9
PRUITTHEALTH - OCILLA,GA,1970-08,176.75
PRUITTHEALTH - OLD CAPITOL,GA,1970-08,225.25
PRUITTHEALTH - PALMYRA,GA,1970-08,511
PRUITTHEALTH - PEAKE,GA,1970-08,459.75
"PRUITTHEALTH - RICHMOND, LLC",GA,1970-08,344.25
PRUITTHEALTH - ROME,GA,1970-08,374.5
PRUITTHEALTH - SAVANNAH,GA,1970-08,455.15
PRUITTHEALTH - SEASIDE,GA,1970-08,163.75
PRUITTHEALTH - SHEPHERD HILLS,GA,1970-08,268.75
PRUITTHEALTH - SPRING VALLEY,GA,1970-08,198
PRUITTHEALTH - SUNRISE,GA,1970-08,160.75
PRUITTHEALTH - SWAINSBORO,GA,1970-08,211.25
PRUITTHEALTH - SYLVESTER,GA,1970-08,303
PRUITTHEALTH - TOCCOA,GA,1970-08,302.75
PRUITTHEALTH - TOOMSBORO,GA,1970-08,168.25
"PRUITTHEALTH - VALDOSTA, LLC",GA,1970-08,237.25
PRUITTHEALTH - VIRGINIA PARK,GA,1970-08,341.5
PRUITTHEALTH - WASHINGTON,GA,1970-08,80
PRUITTHEALTH - WEST ATLANTA,GA,1970-08,238
QUIET OAKS HEALTH CARE CENTER,GA,1970-08,214
QUINTON MEM HC & REHAB CENTER,GA,1970-08,291.71
REGENCY PARK HEALTH AND REHABILITATION,GA,1970-08,288.43
REHABILITATION CENTER OF SOUTH GEORGIA,GA,1970-08,382.9
RELIABLE HEALTH & REHAB AT LAKEWOOD,GA,1970-08,305.53
RESORTS AT POOLER INC,GA,1970-08,310.69
"RETREAT, THE",GA,1970-08,193.5
RIDGECREST REHAB & SKILLED NURSING CENTER,GA,1970-08,136.49
RIDGEWOOD MANOR HEALTH AND REHABILITATION,GA,1970-08,277.91
RIVER BROOK HEALTHCARE CENTER,GA,1970-08,166.25
RIVER TOWNE CENTER,GA,1970-08,453.6
RIVERDALE CENTER FOR NURSING AND HEALING,GA,1970-08,488.91
RIVERSIDE HEALTH AND REHABILITATION,GA,1970-08,200.18
RIVERSIDE HEALTH CARE CENTER,GA,1970-08,594.7
RIVERVIEW HEALTH & REHAB CTR,GA,1970-08,324.98
ROBERTA HEALTH AND REHAB,GA,1970-08,260.31
ROCKDALE HEALTHCARE CENTER,GA,1970-08,374.2
ROCKMART HEALTH,GA,1970-08,158.5
ROSELANE HEALTH CENTER BY HARBORVIEW,GA,1970-08,390.1
ROSEMONT AT STONE MOUNTAIN,GA,1970-08,388
ROSS MEMORIAL HEALTH CARE CTR,GA,1970-08,366.98
ROSWELL NURSING & REHAB CENTER,GA,1970-08,680
SADIE G. MAYS HEALTH & REHABILITATION CENTER,GA,1970-08,417.89
SALUDE - THE ART OF RECOVERY,GA,1970-08,232.61
SANDY SPRINGS CENTER FOR NURSING AND HEALING LLC,GA,1970-08,511.75
SAVANNAH POST ACUTE LLC,GA,1970-08,400.84
SCOTT HEALTH & REHABILITATION,GA,1970-08,151.61
SEARS MANOR NURSING HOME,GA,1970-08,230.54
SEMINOLE MANOR NURSING HOME,GA,1970-08,199.86
SENIOR CARE CENTER - BRUNSWICK,GA,1970-08,343.9
SENIOR CARE CENTER - ST MARYS,GA,1970-08,140.9
SGMC HEALTH VILLA,GA,1970-08,124.93
SMITH MEDICAL NURSING CARE CTR,GA,1970-08,108
SOCIAL CIRCLE NSG & REHAB CTR,GA,1970-08,205
SOUTHERN PINES,GA,1970-08,168.13
SOUTHLAND HEALTH AND REHABILITATION,GA,1970-08,540.46
SOUTHLAND HEALTHCARE AND REHAB CENTER,GA,1970-08,234
SOUTHWELL HEALTH AND REHABILITATION,GA,1970-08,143
SPALDING POST ACUTE LLC,GA,1970-08,392.15
SPARTA HEALTH AND REHABILITATION,GA,1970-08,180.51
SPRING HARBOR AT GREEN ISLAND,GA,1970-08,167.06
STEVENS PARK HEALTH AND REHABILITATION,GA,1970-08,140.64
SUMMERHILL ELDERLIVING HOME & CARE,GA,1970-08,519.61
TATTNALL HEALTHCARE CENTER,GA,1970-08,192.5
TAYLOR COUNTY HEALTH AND REHABILITATION,GA,1970-08,191.64
"TERRACES AT PEACHTREE HILLS PLACE, THE",GA,1970-08,121.75
THOMASVILLE CARE CENTER LLC,GA,1970-08,156.7
THOMSON HEALTH AND REHABILITATION,GA,1970-08,343.71
THUNDERBOLT CARE CENTER LLC,GA,1970-08,203.4
"TOWER ROAD POST ACUTE, LLC",GA,1970-08,484.67
TOWNSEND PARK HEALTH AND REHABILITATION,GA,1970-08,245.73
TRADITIONS HEALTH AND REHABILITATION,GA,1970-08,482.71
TREUTLEN COUNTY HEALTH AND REHABILITATION,GA,1970-08,161.67
TUCKER OPERATING COMPANY LLC,GA,1970-08,448.52
TWIN FOUNTAINS HOME,GA,1970-08,205.2
TWIN OAKS CONVALESCENT CENTER,GA,1970-08,201.88
TWIN VIEW HEALTH AND REHAB,GA,1970-08,237.86
TYBEE ISLAND CARE CENTER LLC,GA,1970-08,76.85
UNION COUNTY NURSING HOME,GA,1970-08,280.3
UNIVERSITY NURSING & REHAB CTR,GA,1970-08,302.25
VISTA PARK HEALTH AND REHABILITATION,GA,1970-08,377.48
WARM SPRINGS MEDICAL CENTER NURSING HOME,GA,1970-08,190.25
WARNER ROBINS REHABILITATION CENTER,GA,1970-08,288.25
WARRENTON HEALTH AND REHAB,GA,1970-08,137.01
WAYCROSS HEALTH AND REHABILITATION,GA,1970-08,195.46
WELLSTAR PAULDING NURSING CTR,GA,1970-08,434.95
WESTBURY CENTER OF CONYERS FOR NURSING AND HEALING,GA,1970-08,374.5
WESTBURY CENTER OF JACKSON FOR NURSING AND HEALING,GA,1970-08,550.25
WESTBURY CENTER OF MCDONOUGH FOR NURSING & HEALING,GA,1970-08,467.5
WESTMINSTER COMMONS,GA,1970-08,233.5
WESTWOOD HEALTHCARE AND REHABILITATION,GA,1970-08,170.75
WILDWOOD HEALTH AND REHAB,GA,1970-08,111.01
"WILLIAM BREMAN JEWISH HOME, THE",GA,1970-08,535.34
WILLOWBROOKE COURT AT LANIER VILLAGE ESTATES,GA,1970-08,174.16
WILLOWWOOD HEALTHCARE AND REHABILITATION,GA,1970-08,210.25
WINDER CENTER FOR NURSING AND HEALING,GA,1970-08,399
WINTHROP HEALTH AND REHABILITATION,GA,1970-08,276.67
WOODSTOCK NURSING & REHAB CTR,GA,1970-08,381.75
WRIGHTSVILLE MANOR HEALTH AND REHAB,GA,1970-08,263.27
WYNFIELD PARK HEALTH AND REHABILITATION,GA,1970-08,517.66
ZEBULON PARK HEALTH AND REHABILITATION,GA,1970-08,199.74
15 CRAIGSIDE,HI,1970-08,183.75
ALOHA NURSING & REHAB CENTRE,HI,1970-08,554.09
ANN PEARL NURSING FACILITY,HI,1970-08,203
ARCADIA RETIREMENT RESIDENCE,HI,1970-08,374.25
"AVALON CARE CENTER - HONOLULU, LLC",HI,1970-08,395.87
CLARENCE TC CHING VILLAS AT ST FRANCIS,HI,1970-08,734.28
GARDEN ISLE HEALTHCARE AND REHABILITATION CENTER,HI,1970-08,261.27
HALE ANUENUE RESTORATIVE CARE,HI,1970-08,320.73
HALE HO'OLA HAMAKUA,HI,1970-08,316.5
"HALE KUPUNA HERITAGE HOME, LLC",HI,1970-08,140.75
HALE MAKUA - KAHULUI,HI,1970-08,967
HALE MAKUA HEALTH SERVICES,HI,1970-08,271.25
HALE MALAMALAMA,HI,1970-08,158.25
HALE NANI REHABILITATION AND NURSING CENTER,HI,1970-08,1053.85
HALE OLA KINO BY ARCADIA,HI,1970-08,131.75
HARRY AND JEANETTE WEINBERG CARE CENTER,HI,1970-08,134.23
HI'OLANI CARE CENTER AT KAHALA NUI,HI,1970-08,103.09
HILO MEDICAL CENTER,HI,1970-08,224.25
KA PUNAWAI OLA,HI,1970-08,422.14
KALAKAUA GARDENS,HI,1970-08,200.75
KAUAI CARE CENTER,HI,1970-08,169.24
KAUAI VETERANS MEMORIAL HOSPITAL,HI,1970-08,94.5
"KUAKINI GERIATRIC CARE, INC",HI,1970-08,444
KULA HOSPITAL,HI,1970-08,539.1
KULANA MALAMA,HI,1970-08,234.33
LEAHI HOSPITAL,HI,1970-08,419.1
LEGACY HILO REHABILITATION & NURSING CENTER,HI,1970-08,265.5
LIFE CARE CENTER OF HILO,HI,1970-08,719.94
LIFE CARE CENTER OF KONA,HI,1970-08,186.53
LILIHA HEALTHCARE CENTER,HI,1970-08,326.02
MALUHIA,HI,1970-08,263.6
MAUNALANI NURSING AND REHABILITATION CENTER,HI,1970-08,435.75
NUUANU HALE,HI,1970-08,198.18
OAHU CARE FACILITY,HI,1970-08,328.56
PALOLO CHINESE HOME,HI,1970-08,445.5
PEARL CITY NURSING HOME,HI,1970-08,558
PU'UWAI 'O MAKAHA,HI,1970-08,223.63
SAMUEL MAHELONA MEMORIAL HOSPITAL,HI,1970-08,255.5
THE CARE CENTER OF HONOLULU,HI,1970-08,856.47
YUKIO OKUTSU STATE VETERANS HOME,HI,1970-08,267.25
AASE HAUGEN HOME,IA,1970-08,232.35
"ACCURA HEALTHCARE OF AMES, LLC",IA,1970-08,179.3
"ACCURA HEALTHCARE OF AURELIA, LLC",IA,1970-08,113.1
ACCURA HEALTHCARE OF BANCROFT,IA,1970-08,78.1
ACCURA HEALTHCARE OF CARROLL,IA,1970-08,186.7
ACCURA HEALTHCARE OF CASCADE LLC,IA,1970-08,156.8
"ACCURA HEALTHCARE OF CHEROKEE, LLC",IA,1970-08,162.4
ACCURA HEALTHCARE OF CRESCO,IA,1970-08,92.9
"ACCURA HEALTHCARE OF KNOXVILLE, LLC",IA,1970-08,167.1
ACCURA HEALTHCARE OF LAKE CITY LLC,IA,1970-08,116.4
ACCURA HEALTHCARE OF LE MARS,IA,1970-08,167.9
ACCURA HEALTHCARE OF MARSHALLTOWN,IA,1970-08,182.8
ACCURA HEALTHCARE OF MILFORD,IA,1970-08,142.7
"ACCURA HEALTHCARE OF NEWTON EAST, LLC",IA,1970-08,175.5
"ACCURA HEALTHCARE OF OGDEN, LLC",IA,1970-08,86.4
"ACCURA HEALTHCARE OF PLEASANTVILLE, LLC",IA,1970-08,137.5
"ACCURA HEALTHCARE OF POMEROY, LLC",IA,1970-08,117
ACCURA HEALTHCARE OF SHENANDOAH,IA,1970-08,125.7
"ACCURA HEALTHCARE OF SIOUX CITY, LLC",IA,1970-08,138.4
ACCURA HEALTHCARE OF SPIRIT LAKE,IA,1970-08,216.8
ACCURA HEALTHCARE OF STANTON,IA,1970-08,151.4
ADEL ACRES,IA,1970-08,113.3
"AKRON  CARE CENTER, INC",IA,1970-08,193.78
ALGONA MANOR CARE CENTER,IA,1970-08,120.45
ALTOONA NURSING AND REHABILITATION CENTER,IA,1970-08,301
ANAMOSA CARE CENTER,IA,1970-08,230.5
ARBOR COURT,IA,1970-08,153.2
ARBOR SPRINGS OF WEST DES MOINES L L C,IA,1970-08,325.6
ASPIRE OF DONNELLSON,IA,1970-08,100.25
ASPIRE OF ESTHERVILLE,IA,1970-08,82
ASPIRE OF GOWRIE,IA,1970-08,68.25
ASPIRE OF LAKE PARK,IA,1970-08,66.5
ASPIRE OF MUSCATINE,IA,1970-08,102.75
ASPIRE OF PERRY,IA,1970-08,99
ASPIRE OF PLEASANT VALLEY,IA,1970-08,81.25
ASPIRE OF SUTHERLAND,IA,1970-08,82.75
ASPIRE OF WASHINGTON,IA,1970-08,113.5
ATLANTIC SPECIALTY CARE,IA,1970-08,174.81
AVOCA SPECIALTY CARE,IA,1970-08,107.45
AZRIA HEALTH CLARINDA,IA,1970-08,176.82
AZRIA HEALTH LONGVIEW,IA,1970-08,274.19
AZRIA HEALTH PARK PLACE,IA,1970-08,171.16
AZRIA HEALTH PRAIRIE RIDGE,IA,1970-08,187.6
AZRIA HEALTH ROSE VISTA,IA,1970-08,143.86
AZRIA HEALTH WINTERSET,IA,1970-08,173.89
BEDFORD SPECIALTY CARE,IA,1970-08,98.88
BELLE PLAINE SPECIALTY CARE,IA,1970-08,98.07
BETHANY HOME,IA,1970-08,144.03
BETHANY LIFE,IA,1970-08,441.75
BETHANY LUTHERAN HOME,IA,1970-08,330.83
BETTENDORF HEALTH CARE CENTER,IA,1970-08,157.9
BIRKWOOD VILLAGE OF FORT MADISON,IA,1970-08,229.42
BISHOP DRUMM RETIREMENT CENTER,IA,1970-08,451.92
BLACKHAWK LIFE CARE CENTER,IA,1970-08,120.06
BLOOMFIELD CARE CENTER,IA,1970-08,130
BRIARWOOD HEALTHCARE CENTER,IA,1970-08,207.29
"BRIO OF JOHNSTON, LLC",IA,1970-08,165.25
BROOKLYN COMMUNITY ESTATES,IA,1970-08,141.31
BUCHANAN COUNTY HEALTH CENTER,IA,1970-08,109.11
CALVIN COMMUNITY,IA,1970-08,242.25
CAREAGE HILLS REHABILITATION AND HEALTHCARE,IA,1970-08,121.14
CASA DE PAZ HEALTH CARE CENTER,IA,1970-08,186.14
CEDAR FALLS HEALTH CARE CENTER,IA,1970-08,75.98
CEDAR MANOR NURSING HOME,IA,1970-08,136.86
