PROVIDER_NAME,STATE,MONTH,NURSE_HOURS_TO_PATIENT_RATIO,OCCUPANCY_RATE_PCT
HENDERSON COUNTY RET CENTER,IL,1970-08,3.73,72.41
HENRY REHAB AND NURSING,IL,1970-08,4.08,59.26
HERITAGE HEALTH-HOOPESTON,IL,1970-08,2.65,96.00
HERITAGE SQUARE,IL,1970-08,5.1,66.67
HICKORY POINT CHRISTIAN VILLAGE,IL,1970-08,4.11,92.19
HICKORY VLG NRSG & RHB,IL,1970-08,2.56,85.14
HIGHLAND HEALTH CARE CENTER,IL,1970-08,4.03,67.97
HIGHLAND OAKS,IL,1970-08,4.58,70.83
HIGHLIGHT HEALTHCARE OF AURORA,IL,1970-08,3.69,70.59
HIGHLIGHT HLTHCR OF WOODSTOCK,IL,1970-08,2.31,65.22
HILLCREST HOME,IL,1970-08,2.83,64.65
HILLCREST RETIREMENT VILLAGE,IL,1970-08,2.34,77.86
HILLSBORO REHAB & HCC,IL,1970-08,2.72,70.25
HILLSIDE REHAB & CARE CENTER,IL,1970-08,2.94,50.63
HILLTOP SKILLED NSG & REHAB,IL,1970-08,3.78,50.00
HILLVIEW SENIOR LIVING & REHAB,IL,1970-08,3.15,66.00
HITZ MEMORIAL HOME,IL,1970-08,3.37,67.80
HOPE CREEK NURSING & REHAB,IL,1970-08,2.92,66.94
IGNITE MEDICAL HANOVER PARK,IL,1970-08,2.84,62.00
IGNITE MEDICAL MCHENRY,IL,1970-08,3.79,90.48
ILLINI HERITAGE REHAB & HC,IL,1970-08,3.48,80.00
ILLINI RESTORATIVE CARE,IL,1970-08,4.56,63.73
IMBODEN CREEK SENIOR LIVING,IL,1970-08,3.06,76.84
INTEGRITY HC OF ANNA,IL,1970-08,2.54,78.57
INTEGRITY HC OF CARBONDALE,IL,1970-08,3.18,36.64
INTEGRITY HC OF COBDEN,IL,1970-08,2.5,79.73
INTEGRITY HC OF HERRIN,IL,1970-08,3.71,65.31
INTEGRITY HC OF MARION,IL,1970-08,4.21,76.80
INVERNESS REHAB,IL,1970-08,2.7,82.39
"IROQUOIS RESIDENT HOME, THE",IL,1970-08,2.57,82.86
IRVING PARK LIVING & REHAB CTR,IL,1970-08,3.9,68.38
JACKSONVILLE SKLD NUR & REHAB,IL,1970-08,3.02,94.32
JENNINGS TERRACE,IL,1970-08,2.96,91.67
JERSEYVILLE MANOR,IL,1970-08,3.03,92.21
JERSEYVILLE NSG & REHAB CENTER,IL,1970-08,2.28,43.24
JOLIET TERRACE,IL,1970-08,1.69,78.33
JONESBORO REHAB & HCC,IL,1970-08,3.03,32.47
KENSINGTON PLACE NRSG & REHAB,IL,1970-08,2.29,80.00
KENWOOD VLGE NRSG AND RHB CTR,IL,1970-08,2.6,69.03
KEWANEE CARE HOME,IL,1970-08,3.49,52.38
KNOX COUNTY NURSING HOME,IL,1970-08,3.49,62.13
LA BELLA AT CLIFTON,IL,1970-08,3.21,70.71
LA BELLA OF ALTON,IL,1970-08,2.49,66.67
LA BELLA OF DANVILLE,IL,1970-08,2.2,68.50
LA BELLA OF EDWARDSVILLE,IL,1970-08,3.08,87.50
LA SALLE COUNTY NURSING HOME,IL,1970-08,3.41,77.22
LACON REHAB AND NURSING,IL,1970-08,2.58,63.44
LAKE FOREST PLACE,IL,1970-08,5.76,98.00
LAKEFRONT NURSING & REHAB CTR,IL,1970-08,2.86,87.88
LAKELAND REHAB & HEALTHCARE CENTER,IL,1970-08,2.83,73.38
LAKESIDE HEALTH & REHAB CENTER,IL,1970-08,3.46,56.84
LAKEVIEW  REHAB & NURSING CENTER,IL,1970-08,3.01,78.09
LAKEWOOD NRSG & REHAB CENTER,IL,1970-08,3,90.84
LANDMARK OF RICHTON PARK REHAB & NSG CTR,IL,1970-08,3.04,30.61
LEBANON CARE CENTER,IL,1970-08,4.36,56.67
LEE MANOR,IL,1970-08,3.2,80.92
LEMONT NURSING & REHAB CENTER,IL,1970-08,3.14,72.83
LENA LIVING CENTER,IL,1970-08,3.94,49.51
LEWIS MEMORIAL CHRISTIAN VLG,IL,1970-08,2.74,68.42
LINCOLN VILLAGE HEALTHCARE,IL,1970-08,2.91,56.35
LINCOLNWOOD PLACE,IL,1970-08,5.02,75.00
LITCHFIELD HEALTH & REHAB CENTER,IL,1970-08,2.7,59.78
LITTLE SISTERS OF THE POOR,IL,1970-08,5.26,57.89
LITTLE SISTERS OF THE POOR OF PALATINE,IL,1970-08,5.46,52.54
LITTLE VILLAGE NRSG & RHB CTR,IL,1970-08,2.54,89.62
LOFT REHAB & NURSING OF CANTON,IL,1970-08,2.45,72.22
LOFT REHAB & NURSING OF NORMAL,IL,1970-08,3.27,76.72
LOFT REHAB OF DECATUR,IL,1970-08,3.41,56.67
"LOFT REHAB OF EAST PEORIA, THE",IL,1970-08,3.38,97.50
"LOFT REHAB OF PEORIA, THE",IL,1970-08,3.39,81.67
"LOFT REHAB OF ROCK SPRINGS, THE",IL,1970-08,3.08,52.82
LOFT REHABILITATION & NURSING,IL,1970-08,2.09,68.48
LUTHER OAKS,IL,1970-08,4.11,94.74
LUTHERAN CARE CENTER,IL,1970-08,3.72,39.58
LUTHERAN HILLSIDE VILLAGE,IL,1970-08,3.74,70.09
LUTHERAN HOME FOR THE AGED,IL,1970-08,4.34,66.10
MACOMB POST ACUTE CARE CENTER,IL,1970-08,3.52,60.00
MADO HEALTHCARE - UPTOWN,IL,1970-08,2.23,96.21
MANOR COURT OF CARBONDALE,IL,1970-08,4.54,81.67
MANOR COURT OF CLINTON,IL,1970-08,4.59,59.70
MANOR COURT OF FREEPORT,IL,1970-08,4.42,92.31
MANOR COURT OF MARYVILLE,IL,1970-08,5.36,77.27
MANOR COURT OF PEORIA,IL,1970-08,5.21,78.00
MANOR COURT OF PERU,IL,1970-08,4.29,78.46
MANOR COURT OF PRINCETON,IL,1970-08,3.41,82.40
MANOR COURT OF ROCHELLE,IL,1970-08,3.77,79.35
MAR KA NURSING HOME,IL,1970-08,4.14,55.26
MARIGOLD REHABILITATION HCC,IL,1970-08,2.19,49.42
MARSHALL REHAB & NURSING,IL,1970-08,3.81,72.00
MASON CITY AREA NURSING HOME,IL,1970-08,3.56,90.00
"MATHER EVANSTON, THE",IL,1970-08,4.02,83.78
MATTOON REHAB & HCC,IL,1970-08,3.47,67.57
MAYFIELD CARE AND REHAB,IL,1970-08,2.63,75.64
MCLEAN COUNTY NURSING HOME,IL,1970-08,3.5,66.22
MCLEANSBORO REHAB & HLTH C CTR,IL,1970-08,3.39,72.09
MEADOWBROOK MANOR,IL,1970-08,2.9,82.21
MEADOWBROOK MANOR - LAGRANGE,IL,1970-08,3.83,85.28
MEADOWBROOK MANOR - NAPERVILLE,IL,1970-08,2.77,75.90
MEADOWBROOK SKLD NSG & REHAB,IL,1970-08,3.46,72.73
MEDINA NURSING CENTER,IL,1970-08,4.58,48.31
MEMORIAL CARE CENTER,IL,1970-08,5.06,62.20
MERCER MANOR REHABILITATION,IL,1970-08,3.45,65.22
MERCY CIRCLE,IL,1970-08,6.13,100.00
MERCY HARVARD HOSPITAL CARE CENTER,IL,1970-08,6.02,47.06
MERCY REHAB AND CARE CENTER,IL,1970-08,4.35,65.83
MERIDIAN VILLAGE CARE CENTER,IL,1970-08,3.9,84.29
METROPOLIS REHAB & HCC,IL,1970-08,3.16,73.27
MICHAELSEN HEALTH CENTER,IL,1970-08,3.52,77.78
MIDWAY NEUROLOGICAL / REHAB CENTER,IL,1970-08,1.29,87.38
MILLER HEALTH CARE CENTER,IL,1970-08,3.96,60.63
MOMENCE MEADOWS NURSING & REHAB,IL,1970-08,2.41,55.71
MONMOUTH NURSING HOME,IL,1970-08,3.18,61.02
MONTGOMERY NURSING & REHAB CTR,IL,1970-08,3.11,79.00
MONTGOMERY PLACE,IL,1970-08,4.12,67.50
MOORINGS OF ARLINGTON HEIGHTS,IL,1970-08,4.43,73.91
MORGAN PARK HEALTHCARE,IL,1970-08,2.91,63.61
MOUNT STERLING HEALTH AND REHAB CENTER,IL,1970-08,2.77,67.50
MOUNT VERNON COUNTRYSIDE MANOR,IL,1970-08,3.23,89.01
MOUNT VERNON HEALTH CARE CENTER,IL,1970-08,3.4,38.68
MOWEAQUA REHAB & HCC,IL,1970-08,3.65,85.71
MT ZION HEALTH & REHAB CENTER,IL,1970-08,3.43,92.96
NATURE TRAIL HEALTH AND REHAB,IL,1970-08,2.97,89.19
NEWMAN REHAB & HEALTH CARE CTR,IL,1970-08,3.87,63.33
NILES NSG & REHAB CTR,IL,1970-08,2.43,96.38
NOKOMIS REHAB & HEALTH CARE CENTER,IL,1970-08,2.93,33.70
NORRIDGE GARDENS,IL,1970-08,2.11,71.92
NORTH AURORA CARE CENTER,IL,1970-08,1.27,77.52
NORTHBROOK HEALTH AND REHAB,IL,1970-08,3.11,70.75
NORWOOD CROSSING,IL,1970-08,4.72,89.31
OAK HILL,IL,1970-08,3.56,85.42
OAK LAWN RESPIRATORY & REHAB,IL,1970-08,2.87,32.17
OAK PARK OASIS,IL,1970-08,2.37,59.31
OAK TRACE,IL,1970-08,4.47,97.12
"OAKS HEALTH CARE CENTER, THE",IL,1970-08,5.22,65.00
OAKVIEW NURSING & REHAB,IL,1970-08,3.14,94.44
ODD FELLOW-REBEKAH HOME,IL,1970-08,3.53,74.07
ODIN HEALTH AND REHAB CENTER,IL,1970-08,3.14,92.93
OREGON LIVING AND REHABILITATION CENTER,IL,1970-08,3.1,65.38
PA PETERSON AT THE CITADEL,IL,1970-08,3.31,89.92
PALM TERRACE OF MATTOON,IL,1970-08,1.84,47.75
PALOS HEIGHTS REHABILITATION,IL,1970-08,3.93,57.51
PANA HEALTH AND REHAB CENTER,IL,1970-08,2.74,69.53
PARC JOLIET,IL,1970-08,3.05,78.82
PARIS HEALTH AND REHAB CENTER,IL,1970-08,3.29,62.50
PARK PLACE CHRISTIAN COMMUNITY,IL,1970-08,4.6,94.59
PARK PLACE OF BELVIDERE,IL,1970-08,3.42,63.75
PARK RIDGE HEALTHCARE CENTER,IL,1970-08,2.23,95.65
PARK VIEW REHAB CENTER,IL,1970-08,2.15,93.75
PARKER NURSING & REHAB CENTER,IL,1970-08,3.06,57.84
PARKSHORE ESTATES NURSING & REHAB,IL,1970-08,1.85,72.01
PARKWAY MANOR,IL,1970-08,4.23,79.39
PAUL HOUSE & HEALTH CR CTR,IL,1970-08,4.01,83.64
"PAVILION OF BRIDGEVIEW, THE",IL,1970-08,3.52,91.10
"PAVILION OF LOGAN SQUARE, THE",IL,1970-08,3.14,93.69
PAVILION OF OTTAWA,IL,1970-08,3.03,92.59
PAVILION OF SOUTH SHORE,IL,1970-08,3.44,94.07
PAVILION OF WAUKEGAN,IL,1970-08,3.18,71.43
"PAVILION ON MAIN STREET, THE",IL,1970-08,3.31,78.76
PEARL AT THE TILLERS,IL,1970-08,3.12,67.62
"PEARL OF CRYSTAL LAKE, THE",IL,1970-08,4.46,78.35
"PEARL OF ELGIN, THE",IL,1970-08,2.67,82.01
"PEARL OF ELK GROVE, THE",IL,1970-08,0.85,78.42
"PEARL OF EVANSTON,THE",IL,1970-08,4.26,68.18
"PEARL OF HILLSIDE,THE",IL,1970-08,2.55,74.24
"PEARL OF HINSDALE, THE",IL,1970-08,3.11,63.37
"PEARL OF JOLIET, THE",IL,1970-08,2.18,68.69
"PEARL OF MONTCLARE, THE",IL,1970-08,2.67,113.54
"PEARL OF NAPERVILLE, THE",IL,1970-08,2.93,72.17
PEARL OF ORCHARD VALLEY,IL,1970-08,3.16,62.56
"PEARL OF ROLLING MEADOWS,THE",IL,1970-08,2.51,81.29
"PEARL OF ST CHARLES, THE",IL,1970-08,3.68,77.98
PEARL PAVILION,IL,1970-08,2.42,59.63
PEKIN MANOR,IL,1970-08,4.08,72.31
PETERSON PARK HEALTH CARE CTR,IL,1970-08,3.3,89.80
PIATT COUNTY NURSING HOME,IL,1970-08,4.24,83.00
PINCKNEYVILLE NURSING & REHAB,IL,1970-08,2.81,78.33
PINE CREST HEALTH CARE,IL,1970-08,2.59,78.89
PIPER CITY REHAB & LIVING CTR,IL,1970-08,3.19,61.67
PITTSFIELD MANOR,IL,1970-08,3.79,77.53
PLEASANT MEADOWS SENIOR LIVING,IL,1970-08,3.13,70.64
PLEASANT VIEW LUTHER HOME,IL,1970-08,2.76,88.89
PLEASANT VIEW REHAB & HCC,IL,1970-08,2.85,39.19
PLYMOUTH PLACE,IL,1970-08,4.81,81.40
POLO REHABILITATION & HCC,IL,1970-08,5.06,23.46
PRAIRIE CROSSING LVG & REHAB,IL,1970-08,3.43,48.35
PRAIRIE MANOR NRSG & REHAB CTR,IL,1970-08,3.77,78.38
PRAIRIE OASIS,IL,1970-08,3.48,77.04
PRAIRIE ROSE HEALTH CARE CTR,IL,1970-08,2.34,47.62
PRAIRIE VILLAGE HEALTHCARE CTR,IL,1970-08,2.44,40.48
PRAIRIEVIEW AT THE GARLANDS,IL,1970-08,6.23,80.00
PRAIRIEVIEW LUTHERAN HOME,IL,1970-08,5.58,76.67
PRINCETON REHAB & HCC,IL,1970-08,2.43,79.11
QUINCY HEALTHCARE & SR LIVING,IL,1970-08,3.1,86.52
RADFORD GREEN,IL,1970-08,5.73,95.24
RANDOLPH COUNTY CARE CENTER,IL,1970-08,3.41,46.00
REGENCY CARE,IL,1970-08,3.12,89.90
RENAISSANCE CARE CENTER,IL,1970-08,5.86,50.83
RENWICK NURSING AND REHAB,IL,1970-08,3.18,83.33
RESTHAVE HOME-WHITESIDE COUNTY,IL,1970-08,3.94,94.29
RICHLAND NURSING & REHAB,IL,1970-08,3.01,51.59
RIDGEVIEW HEALTH & REHAB CNTR,IL,1970-08,3.17,81.82
RIVER BLUFF NURSING HOME,IL,1970-08,4.31,45.72
RIVER VIEW REHAB CENTER,IL,1970-08,2.16,83.25
ROBINGS MANOR RHC,IL,1970-08,2.82,42.67
ROBINSON REHAB AND NURSING,IL,1970-08,3.25,92.54
ROCHELLE GARDENS CARE CENTER,IL,1970-08,2.23,71.62
ROCHELLE REHAB & HEALTH CARE CENTER,IL,1970-08,4.12,48.00
ROCK FALLS REHAB & HLTH CARE C,IL,1970-08,2.28,41.82
ROCK RIVER GARDENS,IL,1970-08,2.45,58.57
ROCK RIVER HEALTH CARE,IL,1970-08,2.39,62.31
ROSEVILLE REHAB & HEALTH CARE,IL,1970-08,2.82,58.59
ROSICLARE REHAB & HCC,IL,1970-08,2.93,58.06
ROYAL OAKS CARE CENTER,IL,1970-08,1.96,66.50
RUSHVILLE NURSING & REHAB CTR,IL,1970-08,1.9,68.75
RYZE AT THE RIDGE,IL,1970-08,2.22,92.65
RYZE ON THE AVENUE,IL,1970-08,2,69.87
RYZE WEST,IL,1970-08,2.46,78.63
SALINE CARE NURSING & REHAB,IL,1970-08,2.94,73.24
SANDWICH REHAB & HCC,IL,1970-08,4.01,41.27
SCOTT COUNTY NURSING CENTER,IL,1970-08,5.36,61.22
SELFHELP HOME OF CHICAGO,IL,1970-08,5.69,69.44
SEMINARY MANOR,IL,1970-08,4.17,83.47
SERENITY ESTATES AT MORRIS,IL,1970-08,3.02,55.63
SHARON HEALTH CARE ELMS,IL,1970-08,4.18,69.39
SHARON HEALTH CARE PINES,IL,1970-08,1.91,84.48
SHARON HEALTH CARE WILLOWS,IL,1970-08,3.05,53.21
SHAWNEE ROSE CARE CENTER,IL,1970-08,3.6,30.88
SHAWNEE SENIOR LIVING,IL,1970-08,3.27,63.52
SHELBYVILLE MANOR,IL,1970-08,3.3,73.39
SHELBYVILLE REHAB & HLTH C CTR,IL,1970-08,3.17,33.75
SHERIDAN VILLAGE NRSG & RHB,IL,1970-08,1.81,90.05
SILVER FOXES SR LIVING & REHAB,IL,1970-08,3.64,46.67
SMITH CROSSING,IL,1970-08,5.74,81.52
SMITH VILLAGE,IL,1970-08,4.25,75.27
SNYDER VILLAGE,IL,1970-08,4.45,69.81
SOUTH ELGIN REHAB & HCC,IL,1970-08,2.32,63.33
SOUTH HOLLAND MANOR HTH & RHB,IL,1970-08,2.84,58.80
SOUTH SHORE REHABILITATION,IL,1970-08,3.04,76.61
SOUTH SUBURBAN REHAB CENTER,IL,1970-08,3.42,48.65
SOUTHGATE HEALTH CARE CENTER,IL,1970-08,2.38,57.86
SOUTHPOINT NURSING & REHAB CENTER,IL,1970-08,3.42,69.74
SOUTHVIEW MANOR,IL,1970-08,1.69,74.50
SPRING CREEK,IL,1970-08,2.33,58.33
"SPRINGS AT MONARCH LANDING, THE",IL,1970-08,6.03,82.29
ST ANTHONY'S NSG & REHAB CTR,IL,1970-08,2.76,60.77
ST CLARA'S REHAB & SENIOR CARE,IL,1970-08,3.43,96.97
ST JAMES WELLNESS REHAB VILLAS,IL,1970-08,2.94,62.73
ST JOSEPH VILLAGE OF CHICAGO,IL,1970-08,4.94,90.74
ST PATRICK'S RESIDENCE,IL,1970-08,4.21,79.90
ST PAUL'S SENIOR COMMUNITY,IL,1970-08,4.23,90.74
STAUNTON HEALTH AND REHAB CTR,IL,1970-08,3.25,53.33
STEARNS NURSING & REHAB CENTER,IL,1970-08,3.86,95.41
STEPHENSON NURSING CENTER,IL,1970-08,2.85,35.14
STONEBRIDGE NURSING & REHAB,IL,1970-08,3.3,66.25
SULLIVAN REHAB & HLTH CARE CTR,IL,1970-08,2.43,57.72
SUNNY ACRES NURSING HOME,IL,1970-08,3.12,79.80
SUNNY HILL NURSING HOME OF WILL COUNTY,IL,1970-08,5.02,95.54
SUNRISE SKILLED NUR & REHAB,IL,1970-08,2.7,83.84
SUNSET HOME,IL,1970-08,4.54,66.67
SUNSET REHABILITATION & HLTH C,IL,1970-08,2.98,79.13
SWANSEA REHAB HEALTH CARE,IL,1970-08,4,40.43
SYMPHONY MAPLE CREST,IL,1970-08,2.94,80.23
SYMPHONY NORTHWOODS,IL,1970-08,2.94,82.30
TABOR HILLS HEALTH CARE FAC,IL,1970-08,5.12,62.86
TAYLORVILLE CARE CENTER,IL,1970-08,2.85,72.45
TAYLORVILLE SKLD NUR & REHAB,IL,1970-08,3.26,79.17
TERRACES AT THE CLARE,IL,1970-08,4.42,98.00
THE TERRACE,IL,1970-08,2.07,72.17
THREE SPRINGS SR LIVING & RHAB,IL,1970-08,2.56,74.70
THRIVE OF FOX VALLEY,IL,1970-08,3.9,92.65
THRIVE OF LAKE COUNTY,IL,1970-08,2.2,87.03
THRIVE OF LISLE,IL,1970-08,4.03,246.43
TIMBER POINT HEALTHCARE CENTER,IL,1970-08,3.23,60.91
TIMBERCREEK REHAB & HEALTHCARE CENTER,IL,1970-08,3.42,44.06
TOULON REHAB & HEALTH CARE CENTER,IL,1970-08,2.22,50.00
TOWER HILL HEALTHCARE CENTER,IL,1970-08,2.84,72.82
TRI-STATE VILLAGE NRSG & RHB,IL,1970-08,3.97,76.19
TUSCOLA HEALTH CARE CENTER,IL,1970-08,2.87,53.52
TWIN LAKES REHAB & HEALTH CARE,IL,1970-08,2.94,51.79
TWIN WILLOWS NURSING CENTER,IL,1970-08,3.8,40.28
UPTOWN CARE AND REHABILITATION,IL,1970-08,3.1,71.29
VALLEY HI NURSING HOME,IL,1970-08,5.09,60.16
VANDALIA REHAB & HEALTH CARE C,IL,1970-08,3.12,29.31
VI AT THE GLEN,IL,1970-08,5.51,85.11
VICTORIAN VILLAGE HLTH & WELL,IL,1970-08,6.06,94.00
VILLA HEALTH CARE EAST,IL,1970-08,4.32,79.82
"VILLAGE AT VICTORY LAKES, THE",IL,1970-08,4.5,77.50
WABASH SENIOR LIVING & REHAB,IL,1970-08,3.22,53.85
WALKER NURSING HOME,IL,1970-08,3.81,36.62
WARREN BARR BUFFALO GROVE,IL,1970-08,3.99,72.00
WARREN BARR GOLD COAST,IL,1970-08,3.51,69.37
WARREN BARR LIEBERMAN,IL,1970-08,2.76,93.75
WARREN BARR LINCOLN PARK,IL,1970-08,3.33,66.06
WARREN BARR NORTH SHORE,IL,1970-08,2.95,66.51
WARREN BARR OAK LAWN,IL,1970-08,3.19,80.33
WARREN BARR ORLAND PARK,IL,1970-08,4.92,62.91
WARREN BARR SOUTH LOOP,IL,1970-08,4.22,88.57
WARREN PARK HEALTH & LIVING CTR,IL,1970-08,2.21,99.21
WASHINGTON SENIOR LIVING,IL,1970-08,3.33,57.38
"WATERFORD CARE CENTER, THE",IL,1970-08,2.2,96.45
WATSEKA REHAB & HLTH CARE CTR,IL,1970-08,2.91,37.40
WEALSHIRE CTR OF EXCELLENCE,IL,1970-08,3.71,58.33
WENTWORTH REHAB & HCC,IL,1970-08,2.44,61.33
WEST CHICAGO TERRACE,IL,1970-08,1.79,73.33
WEST SUBURBAN MEDICAL CTR,IL,1970-08,3.96,38.00
WEST SUBURBAN NURSING & REHAB CENTER,IL,1970-08,2.33,71.43
WESTMINSTER PLACE,IL,1970-08,5.41,63.81
WESTMINSTER VILLAGE,IL,1970-08,4.17,87.50
WESTMONT MANOR HLTH & RHB,IL,1970-08,3.22,53.69
WESTSIDE REHAB & CARE CENTER,IL,1970-08,2.96,42.71
WESTWOOD VLGE NRSG AND RHB CTR,IL,1970-08,2,93.04
WHEATON VILLAGE NRSG & RHB CTR,IL,1970-08,2.62,90.24
WHITE HALL NURSING & REHAB CENTER,IL,1970-08,4.2,89.08
WHITE OAK REHABILITATION & HCC,IL,1970-08,3.14,47.69
WHITEHALL OF DEERFIELD,IL,1970-08,4.98,80.00
WILLOW ROSE REHAB & HEALTH,IL,1970-08,3.04,37.76
WILLOWS HEALTH CENTER,IL,1970-08,5.6,50.00
WINNING WHEELS,IL,1970-08,3.58,88.64
WINSTON MANOR CNV & NURSING,IL,1970-08,1.67,41.11
WYNSCAPE HEALTH & REHAB,IL,1970-08,4.29,25.63
ZAHAV OF BERWYN,IL,1970-08,3.92,86.90
ZAHAV OF DES PLAINES,IL,1970-08,3.53,62.34
ADAMS HERITAGE,IN,1970-08,4.05,67.21
ADAMS WOODCREST,IN,1970-08,3.68,77.62
ADDISON POINTE HEALTH & REHABILITATION CENTER,IN,1970-08,2.89,94.00
ALBANY HEALTH CARE & REHABILITATION CENTER,IN,1970-08,3.59,85.29
ALEXANDRIA CARE CENTER,IN,1970-08,3.54,68.57
ALLISON POINTE HEALTHCARE CENTER,IN,1970-08,3.48,69.18
ALLISONVILLE MEADOWS,IN,1970-08,3.41,85.71
ALPHA HOME - A WATERS COMMUNITY,IN,1970-08,2.87,58.14
ALTENHEIM HEALTH & LIVING COMMUNITY,IN,1970-08,3.78,82.76
AMBASSADOR HEALTHCARE,IN,1970-08,4.39,76.64
AMBER MANOR CARE CENTER,IN,1970-08,2.89,73.44
AMERICAN VILLAGE,IN,1970-08,2.76,85.33
APERION CARE ARBORS MICHIGAN CITY,IN,1970-08,2.96,72.78
APERION CARE DEMOTTE,IN,1970-08,2.91,76.84
APERION CARE GREENFIELD,IN,1970-08,2.31,83.33
APERION CARE HANOVER,IN,1970-08,3.1,52.80
APERION CARE KOKOMO,IN,1970-08,3.11,41.90
APERION CARE LINCOLN,IN,1970-08,3.42,89.36
APERION CARE MARION LLC,IN,1970-08,3.31,74.29
APERION CARE MONROE,IN,1970-08,2.91,78.95
APERION CARE PERU,IN,1970-08,4.1,85.87
APERION CARE SUMMERFIELD,IN,1970-08,2.46,93.02
APERION CARE TOLLESTON PARK,IN,1970-08,2.35,73.33
APERION CARE VINCENNES,IN,1970-08,3.3,48.82
ARBOR GROVE VILLAGE,IN,1970-08,4.12,90.36
ARBOR TRACE HEALTH & LIVING COMMUNITY,IN,1970-08,3.52,95.05
ARLINGTON PLACE HEALTH CAMPUS,IN,1970-08,3.25,58.33
ASBURY TOWERS HEALTH CARE CENTER,IN,1970-08,5.69,39.58
ASCENSION LIVING SACRED HEART VILLAGE,IN,1970-08,3.57,57.89
ASHFORD PLACE HEALTH CAMPUS,IN,1970-08,3,76.47
ASHTON CREEK HEALTH AND REHABILITATION CENTER,IN,1970-08,4.17,79.86
ASPEN PLACE HEALTH CAMPUS,IN,1970-08,3.92,78.13
ASPEN TRACE HEALTH & LIVING COMMUNITY,IN,1970-08,2.46,86.54
AUBURN VILLAGE,IN,1970-08,4.48,64.86
AUTUMN RIDGE REHABILITATION CENTRE,IN,1970-08,4.21,44.00
AUTUMN WOODS HEALTH CAMPUS,IN,1970-08,3.41,87.91
AVALON SPRINGS HEALTH CAMPUS,IN,1970-08,3.75,90.16
AVALON VILLAGE,IN,1970-08,2.5,79.10
AVON HEALTH & REHABILITATION CENTER,IN,1970-08,2.85,87.59
"BARRINGTON OF CARMEL, THE",IN,1970-08,5.91,100.00
BEAUMONT REHABILITATION AND HEALTHCARE CENTER,IN,1970-08,3.53,60.50
BEECH GROVE MEADOWS,IN,1970-08,3.19,55.64
BELL TRACE HEALTH AND LIVING CENTER,IN,1970-08,3.22,91.11
BELLTOWER HEALTH & REHABILITATION CENTER,IN,1970-08,2.85,86.46
"BELMONT HEALTH & REHABILITATION, THE",IN,1970-08,2.65,66.67
BEN HUR HEALTH AND REHABILITATION,IN,1970-08,3.7,84.55
BERTHA D GARTEN KETCHAM MEMORIAL CENTER,IN,1970-08,4.28,75.00
BETHANY POINTE HEALTH CAMPUS,IN,1970-08,3.27,79.73
BETHANY VILLAGE,IN,1970-08,2.81,91.00
BETHEL MANOR,IN,1970-08,5.34,76.00
BETHEL POINTE HEALTH AND REHAB,IN,1970-08,4.04,85.96
BETHLEHEM WOODS NURSING AND REHABILITATION,IN,1970-08,3.32,82.22
BETZ NURSING HOME,IN,1970-08,3.7,62.28
BLAIR RIDGE HEALTH CAMPUS,IN,1970-08,5.14,80.00
BRIARCLIFF HEALTH & REHABILITATION CENTER,IN,1970-08,4.35,64.12
BRICKYARD HEALTHCARE - BLOOMINGTON CARE CENTER,IN,1970-08,3.03,70.59
BRICKYARD HEALTHCARE - BRANDYWINE CARE CENTER,IN,1970-08,3.48,72.66
BRICKYARD HEALTHCARE - BRENTWOOD CARE CENTER,IN,1970-08,3.61,76.32
BRICKYARD HEALTHCARE - BROOKVIEW CARE CENTER,IN,1970-08,3.44,52.94
BRICKYARD HEALTHCARE - CHURCHMAN CARE CENTER,IN,1970-08,2.74,62.61
BRICKYARD HEALTHCARE - ELKHART CARE CENTER,IN,1970-08,3.5,59.43
BRICKYARD HEALTHCARE - FOUNTAINVIEW CARE CENTER,IN,1970-08,2.97,66.92
BRICKYARD HEALTHCARE - GOLDEN RULE CARE CENTER,IN,1970-08,3.17,43.53
BRICKYARD HEALTHCARE - KNOX CARE CENTER,IN,1970-08,2.92,89.47
BRICKYARD HEALTHCARE - LAPORTE CARE CENTER,IN,1970-08,2.86,79.31
BRICKYARD HEALTHCARE - LINCOLN HILLS CARE CENTER,IN,1970-08,3.22,77.91
BRICKYARD HEALTHCARE - MERRILLVILLE CARE CENTER,IN,1970-08,3.83,89.63
BRICKYARD HEALTHCARE - MUNCIE CARE CENTER,IN,1970-08,3.11,88.89
BRICKYARD HEALTHCARE - PETERSBURG CARE CENTER,IN,1970-08,3.15,45.35
BRICKYARD HEALTHCARE - PORTAGE CARE CENTER,IN,1970-08,3.54,77.96
BRICKYARD HEALTHCARE - RICHMOND CARE CENTER,IN,1970-08,4.4,48.36
BRICKYARD HEALTHCARE - TERRACE CARE CENTER,IN,1970-08,2.97,75.57
BRICKYARD HEALTHCARE - TWELFTH STREET CARE CENTER,IN,1970-08,3.65,73.56
BRICKYARD HEALTHCARE - VALPARAISO CARE CENTER,IN,1970-08,4.26,88.24
BRICKYARD HEALTHCARE - WILLOW SPRINGS CARE CENTER,IN,1970-08,3.93,40.30
BRICKYARD HEALTHCARE - WOODBRIDGE CARE CENTER,IN,1970-08,4.07,80.60
BRICKYARD HEALTHCARE - WOODLANDS CARE CENTER,IN,1970-08,3.07,85.83
